session,scan_idx,readout_id,brain_area,layer,unit_id
6,7,3278,V1,L23,3610
9,3,7677,V1,L4,8333
6,4,7901,V1,L5,8493
4,7,2271,AL,L23,2623
7,3,3943,AL,L4,4282
5,6,6560,AL,L5,7158
6,2,4413,RL,L23,4776
6,4,3603,RL,L4,3924
8,5,7767,RL,L5,8246
5,7,1766,V1,L23,1924
5,6,4921,V1,L4,5354
7,3,8210,V1,L5,8860
4,7,2850,AL,L23,3274
6,6,5747,AL,L4,6200
5,6,6740,AL,L5,7357
6,2,4567,RL,L23,4949
9,3,5190,RL,L4,5611
6,6,7801,RL,L5,8380
8,5,2524,V1,L23,2653
8,5,8081,V1,L4,8588
5,7,6077,V1,L5,6691
8,5,1423,AL,L23,1497
6,4,3491,AL,L4,3797
6,4,7718,AL,L5,8310
5,6,1298,RL,L23,1395
5,7,4880,RL,L4,5361
5,6,6906,RL,L5,7533
9,4,1955,V1,L23,2106
6,2,4221,V1,L4,4572
6,6,6002,V1,L5,6465
7,5,4303,AL,L23,4744
5,7,3786,AL,L4,4156
5,7,6548,AL,L5,7210
9,6,3980,RL,L23,4286
6,4,3602,RL,L4,3923
6,4,6633,RL,L5,7169
6,4,1775,V1,L23,1948
7,3,4746,V1,L4,5157
4,7,7301,V1,L5,8186
6,4,1747,AL,L23,1918
5,6,4779,AL,L4,5198
6,6,6754,AL,L5,7302
8,5,2720,RL,L23,2859
6,4,4605,RL,L4,4990
7,5,8115,RL,L5,8940
9,6,4292,V1,L23,4610
5,7,4436,V1,L4,4880
6,7,5949,V1,L5,6547
6,2,1162,AL,L23,1266
6,2,4891,AL,L4,5294
6,6,5732,AL,L5,6184
7,5,2082,RL,L23,2291
6,2,4524,RL,L4,4897
6,2,6121,RL,L5,6628
6,6,1817,V1,L23,1978
5,6,4702,V1,L4,5116
6,6,6545,V1,L5,7067
6,2,2100,AL,L23,2281
6,4,3574,AL,L4,3892
6,4,6750,AL,L5,7292
4,7,2254,RL,L23,2604
9,3,4069,RL,L4,4398
6,4,6713,RL,L5,7252
9,6,2027,V1,L23,2179
7,3,4405,V1,L4,4775
6,6,6139,V1,L5,6617
6,2,4400,AL,L23,4762
9,3,4940,AL,L4,5346
6,4,7710,AL,L5,8302
5,7,2338,RL,L23,2573
9,3,6854,RL,L4,7453
5,7,6415,RL,L5,7062
9,4,2113,V1,L23,2274
6,7,5851,V1,L4,6436
5,7,6513,V1,L5,7171
7,3,1309,AL,L23,1420
9,3,6680,AL,L4,7266
5,6,6107,AL,L5,6671
6,7,2899,RL,L23,3203
6,4,3599,RL,L4,3920
6,7,6184,RL,L5,6825
6,4,1270,V1,L23,1382
6,4,6107,V1,L4,6612
5,7,6716,V1,L5,7399
9,4,1352,AL,L23,1457
7,5,6007,AL,L4,6655
6,7,7346,AL,L5,8045
9,6,5041,RL,L23,5400
7,3,4641,RL,L4,5037
6,4,6573,RL,L5,7104
6,7,1159,V1,L23,1304
6,2,4591,V1,L4,4973
5,6,6891,V1,L5,7518
4,7,3450,AL,L23,3931
7,3,4936,AL,L4,5360
7,5,5974,AL,L5,6616
6,7,3044,RL,L23,3357
9,3,5136,RL,L4,5553
6,2,6216,RL,L5,6729
6,6,4190,V1,L23,4516
7,5,6294,V1,L4,6966
7,3,6768,V1,L5,7322
8,5,6978,AL,L23,7384
9,3,6705,AL,L4,7293
5,7,5996,AL,L5,6605
4,7,3447,RL,L23,3928
7,3,4090,RL,L4,4436
5,6,6644,RL,L5,7253
6,6,3805,V1,L23,4105
7,3,4907,V1,L4,5326
5,6,6636,V1,L5,7243
7,5,3621,AL,L23,4001
5,6,5012,AL,L4,5457
6,2,7721,AL,L5,8312
5,6,1536,RL,L23,1651
5,6,3906,RL,L4,4257
5,6,6990,RL,L5,7627
6,4,1966,V1,L23,2153
5,6,4852,V1,L4,5277
8,5,9447,V1,L5,10045
7,3,1305,AL,L23,1414
6,2,3688,AL,L4,4000
7,5,7745,AL,L5,8541
9,6,2378,RL,L23,2542
7,3,4893,RL,L4,5312
7,3,8497,RL,L5,9163
6,4,1998,V1,L23,2189
6,2,4548,V1,L4,4929
5,7,6326,V1,L5,6957
7,5,4373,AL,L23,4817
8,5,6969,AL,L4,7375
6,4,5987,AL,L5,6484
6,6,3302,RL,L23,3569
5,7,4670,RL,L4,5139
6,7,6536,RL,L5,7211
6,6,3652,V1,L23,3945
6,6,3477,V1,L4,3757
7,3,8431,V1,L5,9094
8,5,4181,AL,L23,4396
6,2,3724,AL,L4,4047
5,6,6134,AL,L5,6700
9,4,6837,RL,L23,7325
5,7,3929,RL,L4,4307
5,7,6004,RL,L5,6613
6,2,2012,V1,L23,2191
9,3,2087,V1,L4,2245
6,4,6368,V1,L5,6885
9,6,1296,AL,L23,1408
6,7,4042,AL,L4,4443
6,2,6872,AL,L5,7442
5,6,1350,RL,L23,1453
9,3,1668,RL,L4,1797
6,6,6713,RL,L5,7256
9,6,1486,V1,L23,1609
9,3,4542,V1,L4,4906
5,6,6886,V1,L5,7513
8,5,5429,AL,L23,5723
6,2,3760,AL,L4,4088
4,7,7220,AL,L5,8097
9,6,4708,RL,L23,5054
6,4,4479,RL,L4,4859
7,3,8616,RL,L5,9293
6,4,1920,V1,L23,2103
8,5,7511,V1,L4,7960
6,7,7505,V1,L5,8206
4,7,2269,AL,L23,2621
5,7,3765,AL,L4,4133
7,3,8567,AL,L5,9235
6,4,3613,RL,L23,3936
9,3,4296,RL,L4,4638
6,4,6580,RL,L5,7111
9,4,7731,V1,L23,8281
9,3,1927,V1,L4,2069
8,5,9425,V1,L5,10022
7,5,3626,AL,L23,4006
9,3,4051,AL,L4,4377
6,2,7703,AL,L5,8294
4,7,846,RL,L23,1033
5,6,4969,RL,L4,5403
6,4,6561,RL,L5,7091
9,4,6911,V1,L23,7403
8,5,7869,V1,L4,8363
6,7,7772,V1,L5,8483
6,6,3260,AL,L23,3522
8,5,6962,AL,L4,7364
6,2,6076,AL,L5,6580
6,4,1123,RL,L23,1225
4,7,4893,RL,L4,5508
5,7,6602,RL,L5,7269
6,4,4348,V1,L23,4722
6,7,5961,V1,L4,6561
6,6,7630,V1,L5,8201
8,5,4259,AL,L23,4482
5,6,3881,AL,L4,4232
6,4,6019,AL,L5,6519
9,6,5047,RL,L23,5407
9,3,4883,RL,L4,5287
6,4,6074,RL,L5,6578
9,6,2391,V1,L23,2557
7,3,4957,V1,L4,5383
6,4,6196,V1,L5,6703
6,2,1156,AL,L23,1260
6,2,4782,AL,L4,5172
6,7,7336,AL,L5,8035
4,7,3431,RL,L23,3910
7,3,4953,RL,L4,5377
5,7,6559,RL,L5,7221
8,5,2265,V1,L23,2387
6,4,4477,V1,L4,4857
6,4,7812,V1,L5,8404
6,6,3335,AL,L23,3604
5,7,4633,AL,L4,5102
6,6,5768,AL,L5,6222
9,4,7507,RL,L23,8047
6,2,3898,RL,L4,4233
6,6,7909,RL,L5,8488
6,4,1535,V1,L23,1665
4,7,5353,V1,L4,6019
7,5,7913,V1,L5,8716
6,6,987,AL,L23,1079
6,6,4176,AL,L4,4501
5,6,6151,AL,L5,6717
6,7,3946,RL,L23,4343
5,7,4452,RL,L4,4897
4,7,7415,RL,L5,8308
9,4,2460,V1,L23,2647
6,2,4022,V1,L4,4364
4,7,7211,V1,L5,8085
9,6,1287,AL,L23,1399
5,6,4775,AL,L4,5194
5,6,8526,AL,L5,9189
6,7,2995,RL,L23,3307
5,7,4748,RL,L4,5219
7,5,8124,RL,L5,8951
4,7,733,V1,L23,904
5,7,4241,V1,L4,4657
6,7,5688,V1,L5,6261
6,6,4491,AL,L23,4843
7,5,5956,AL,L4,6595
7,5,6706,AL,L5,7424
7,5,3695,RL,L23,4082
9,3,2376,RL,L4,2547
4,7,7370,RL,L5,8259
4,7,3258,V1,L23,3708
8,5,7675,V1,L4,8144
6,7,7439,V1,L5,8140
9,6,4773,AL,L23,5121
4,7,5825,AL,L4,6566
5,6,8501,AL,L5,9164
4,7,3413,RL,L23,3889
9,3,6769,RL,L4,7362
5,6,6208,RL,L5,6775
6,7,819,V1,L23,925
9,3,1680,V1,L4,1809
6,7,5988,V1,L5,6594
8,5,1412,AL,L23,1480
7,5,6692,AL,L4,7410
6,4,6006,AL,L5,6505
6,6,1825,RL,L23,1986
9,3,5156,RL,L4,5575
6,4,6090,RL,L5,6594
9,4,7545,V1,L23,8086
9,3,4477,V1,L4,4835
6,2,6232,V1,L5,6746
6,2,1947,AL,L23,2121
9,3,6701,AL,L4,7289
4,7,6836,AL,L5,7681
8,5,2410,RL,L23,2534
4,7,4948,RL,L4,5569
7,3,6280,RL,L5,6813
9,6,4800,V1,L23,5150
4,7,5921,V1,L4,6685
7,3,8268,V1,L5,8922
6,7,2927,AL,L23,3234
6,7,6233,AL,L4,6875
7,3,6784,AL,L5,7339
8,5,2426,RL,L23,2550
9,3,4893,RL,L4,5298
6,4,6896,RL,L5,7447
6,2,4911,V1,L23,5315
7,3,4713,V1,L4,5118
5,6,6760,V1,L5,7377
5,7,1256,AL,L23,1361
5,7,3748,AL,L4,4110
4,7,7190,AL,L5,8059
6,7,3072,RL,L23,3387
6,2,3796,RL,L4,4126
6,7,7810,RL,L5,8521
6,4,3762,V1,L23,4094
6,7,6000,V1,L4,6609
6,2,6322,V1,L5,6839
6,4,3547,AL,L23,3863
9,3,1397,AL,L4,1514
7,5,8044,AL,L5,8866
4,7,2438,RL,L23,2808
6,4,4673,RL,L4,5067
6,6,7538,RL,L5,8109
6,6,1310,V1,L23,1422
9,3,5039,V1,L4,5452
8,5,2059,V1,L5,2165
9,4,1367,AL,L23,1474
7,5,5957,AL,L4,6598
6,2,6924,AL,L5,7498
4,7,3056,RL,L23,3498
7,5,6746,RL,L4,7466
5,7,6628,RL,L5,7299
5,7,2270,V1,L23,2489
5,7,4120,V1,L4,4520
5,6,6583,V1,L5,7181
9,4,2401,AL,L23,2583
8,5,6968,AL,L4,7374
8,5,9206,AL,L5,9796
8,5,1516,RL,L23,1599
7,3,4091,RL,L4,4437
6,6,6698,RL,L5,7237
6,2,2305,V1,L23,2511
6,7,5653,V1,L4,6220
6,6,6075,V1,L5,6545
7,5,2031,AL,L23,2237
9,3,2458,AL,L4,2632
7,5,8185,AL,L5,9020
7,3,1418,RL,L23,1540
5,7,3855,RL,L4,4229
4,7,7460,RL,L5,8357
9,4,4976,V1,L23,5334
9,3,7088,V1,L4,7702
4,7,7161,V1,L5,8029
6,4,3500,AL,L23,3806
7,3,3924,AL,L4,4261
6,4,6008,AL,L5,6507
6,2,1213,RL,L23,1326
9,3,1666,RL,L4,1795
6,7,7757,RL,L5,8468
8,5,2193,V1,L23,2311
7,3,4417,V1,L4,4787
6,7,7603,V1,L5,8308
9,4,5173,AL,L23,5548
4,7,5925,AL,L4,6690
6,7,5414,AL,L5,5959
9,4,2557,RL,L23,2755
9,3,4166,RL,L4,4500
6,4,6945,RL,L5,7507
6,4,4675,V1,L23,5069
9,3,2237,V1,L4,2405
5,7,6238,V1,L5,6861
7,5,1308,AL,L23,1438
7,3,3903,AL,L4,4238
5,6,6162,AL,L5,6728
9,4,4682,RL,L23,5021
5,7,4730,RL,L4,5201
7,3,8450,RL,L5,9113
8,5,4860,V1,L23,5117
6,4,6298,V1,L4,6810
6,6,6293,V1,L5,6790
8,5,5376,AL,L23,5663
9,3,1377,AL,L4,1493
7,5,6031,AL,L5,6681
6,7,2917,RL,L23,3223
7,5,6159,RL,L4,6821
6,2,6626,RL,L5,7174
6,2,2299,V1,L23,2503
6,7,6397,V1,L4,7047
5,7,6502,V1,L5,7157
6,6,3308,AL,L23,3575
6,4,3516,AL,L4,3825
5,6,6122,AL,L5,6688
4,7,2246,RL,L23,2593
6,2,4689,RL,L4,5072
8,5,9772,RL,L5,10397
9,4,7295,V1,L23,7815
6,2,4878,V1,L4,5279
6,4,6448,V1,L5,6969
8,5,4189,AL,L23,4407
7,3,3939,AL,L4,4278
6,4,6805,AL,L5,7349
9,4,1457,RL,L23,1569
6,2,4569,RL,L4,4951
5,6,6251,RL,L5,6819
9,6,2016,V1,L23,2168
6,7,6462,V1,L4,7117
6,7,5652,V1,L5,6218
8,5,2528,AL,L23,2657
9,3,6682,AL,L4,7268
7,5,7969,AL,L5,8779
5,7,1303,RL,L23,1416
8,5,8201,RL,L4,8724
5,7,6498,RL,L5,7153
9,4,4434,V1,L23,4753
7,3,4747,V1,L4,5159
8,5,9389,V1,L5,9983
6,4,4298,AL,L23,4666
7,3,3904,AL,L4,4239
6,4,6842,AL,L5,7388
6,4,3557,RL,L23,3873
5,7,4802,RL,L4,5277
6,4,6598,RL,L5,7130
9,4,6856,V1,L23,7345
7,5,6542,V1,L4,7243
6,2,6341,V1,L5,6858
7,5,2128,AL,L23,2341
9,3,7910,AL,L4,8580
6,7,7349,AL,L5,8048
8,5,5253,RL,L23,5532
5,6,4643,RL,L4,5056
6,6,6727,RL,L5,7273
6,6,1530,V1,L23,1670
4,7,5104,V1,L4,5745
5,7,6821,V1,L5,7519
6,7,2843,AL,L23,3139
7,5,5998,AL,L4,6646
8,5,9905,AL,L5,10536
9,4,2544,RL,L23,2739
8,5,7159,RL,L4,7577
6,4,6531,RL,L5,7058
6,4,1216,V1,L23,1326
5,6,4478,V1,L4,4874
6,2,8020,V1,L5,8618
5,6,1294,AL,L23,1390
7,5,5967,AL,L4,6608
6,7,7339,AL,L5,8038
8,5,4356,RL,L23,4586
7,3,4934,RL,L4,5358
6,7,6370,RL,L5,7018
9,4,1562,V1,L23,1678
6,2,3923,V1,L4,4259
7,3,8295,V1,L5,8950
4,7,2979,AL,L23,3416
5,6,3902,AL,L4,4253
4,7,7346,AL,L5,8233
5,6,2005,RL,L23,2186
9,3,4128,RL,L4,4460
7,5,8122,RL,L5,8949
9,4,4968,V1,L23,5326
6,2,4263,V1,L4,4615
6,6,6355,V1,L5,6861
8,5,4208,AL,L23,4429
4,7,4777,AL,L4,5361
6,6,7487,AL,L5,8056
7,5,1994,RL,L23,2200
5,6,4598,RL,L4,5003
4,7,6930,RL,L5,7775
6,7,3440,V1,L23,3785
6,7,6366,V1,L4,7014
7,3,6726,V1,L5,7277
9,4,7800,AL,L23,8352
6,2,3728,AL,L4,4051
6,2,6049,AL,L5,6553
8,5,2181,RL,L23,2297
9,3,5335,RL,L4,5772
5,7,6752,RL,L5,7440
6,4,4146,V1,L23,4495
8,5,7167,V1,L4,7587
5,6,6864,V1,L5,7491
8,5,1428,AL,L23,1502
5,7,4389,AL,L4,4831
6,6,5720,AL,L5,6170
4,7,3391,RL,L23,3862
7,5,6778,RL,L4,7500
6,7,6382,RL,L5,7030
7,5,4061,V1,L23,4479
6,7,6408,V1,L4,7060
6,4,6198,V1,L5,6705
5,6,1921,AL,L23,2088
7,3,4739,AL,L4,5150
5,7,6702,AL,L5,7379
9,4,6683,RL,L23,7168
9,3,6732,RL,L4,7322
7,3,6256,RL,L5,6789
6,7,3332,V1,L23,3672
7,5,6332,V1,L4,7007
7,3,6646,V1,L5,7188
6,4,3566,AL,L23,3884
8,5,7050,AL,L4,7465
7,5,6771,AL,L5,7492
8,5,2681,RL,L23,2817
5,6,4734,RL,L4,5149
5,7,6037,RL,L5,6649
9,6,2442,V1,L23,2610
6,4,4045,V1,L4,4390
5,7,6755,V1,L5,7444
5,6,2417,AL,L23,2633
6,7,6167,AL,L4,6808
6,2,6093,AL,L5,6598
8,5,2342,RL,L23,2466
6,7,5624,RL,L4,6189
7,5,7980,RL,L5,8792
8,5,2534,V1,L23,2664
9,3,5278,V1,L4,5708
7,3,8118,V1,L5,8755
9,4,3927,AL,L23,4221
9,3,5293,AL,L4,5726
4,7,7105,AL,L5,7971
8,5,4950,RL,L23,5210
6,4,3650,RL,L4,3975
6,7,5542,RL,L5,6100
9,4,1523,V1,L23,1639
5,6,4115,V1,L4,4483
6,7,5661,V1,L5,6229
5,6,1265,AL,L23,1347
9,3,1384,AL,L4,1501
7,3,7899,AL,L5,8530
4,7,2404,RL,L23,2772
9,3,2630,RL,L4,2812
5,6,6862,RL,L5,7489
6,6,3724,V1,L23,4018
7,3,4395,V1,L4,4765
6,4,8217,V1,L5,8823
8,5,2713,AL,L23,2850
7,3,3884,AL,L4,4216
7,5,8192,AL,L5,9029
9,4,1431,RL,L23,1542
9,3,6912,RL,L4,7516
6,4,6768,RL,L5,7310
5,7,1699,V1,L23,1847
7,3,4480,V1,L4,4854
7,5,7874,V1,L5,8675
9,6,3877,AL,L23,4176
9,3,7456,AL,L4,8098
5,7,5975,AL,L5,6575
4,7,2865,RL,L23,3290
8,5,7129,RL,L4,7547
7,3,8401,RL,L5,9064
5,7,2098,V1,L23,2300
8,5,7637,V1,L4,8101
7,3,8546,V1,L5,9213
6,6,4019,AL,L23,4332
5,7,3783,AL,L4,4152
6,7,7332,AL,L5,8031
9,4,6620,RL,L23,7102
6,2,3830,RL,L4,4162
5,6,7001,RL,L5,7641
6,7,3919,V1,L23,4311
5,6,4235,V1,L4,4613
6,2,8031,V1,L5,8629
4,7,2261,AL,L23,2612
5,6,3811,AL,L4,4146
6,7,7788,AL,L5,8499
8,5,4286,RL,L23,4511
6,2,4750,RL,L4,5136
6,4,6083,RL,L5,6587
6,4,4408,V1,L23,4783
9,3,4357,V1,L4,4700
6,2,6847,V1,L5,7415
6,2,3763,AL,L23,4091
9,3,2276,AL,L4,2446
7,5,7767,AL,L5,8564
8,5,4436,RL,L23,4667
5,7,4752,RL,L4,5223
6,4,6098,RL,L5,6602
9,6,1930,V1,L23,2073
6,6,6117,V1,L4,6591
4,7,7203,V1,L5,8075
7,3,1299,AL,L23,1405
6,2,4697,AL,L4,5081
4,7,7118,AL,L5,7984
5,6,2446,RL,L23,2667
9,3,5337,RL,L4,5774
6,7,5628,RL,L5,6193
4,7,2575,V1,L23,2958
6,2,4401,V1,L4,4763
4,7,7304,V1,L5,8189
4,7,2950,AL,L23,3380
7,3,3875,AL,L4,4203
6,2,6058,AL,L5,6562
9,6,2401,RL,L23,2567
8,5,7015,RL,L4,7427
6,4,6498,RL,L5,7023
9,4,4286,V1,L23,4598
9,3,4661,V1,L4,5033
6,4,8122,V1,L5,8722
9,6,1331,AL,L23,1445
7,3,4906,AL,L4,5325
5,7,6524,AL,L5,7185
7,5,1479,RL,L23,1633
9,3,6713,RL,L4,7301
9,3,7764,RL,L5,8423
6,4,4192,V1,L23,4554
9,3,7039,V1,L4,7651
6,2,6271,V1,L5,6785
9,6,1265,AL,L23,1369
7,3,3925,AL,L4,4262
6,7,7845,AL,L5,8558
5,7,1451,RL,L23,1577
5,6,3918,RL,L4,4271
8,5,9642,RL,L5,10257
6,7,1074,V1,L23,1211
5,7,4502,V1,L4,4961
8,5,9246,V1,L5,9837
6,2,2279,AL,L23,2479
7,3,3877,AL,L4,4209
4,7,6833,AL,L5,7678
6,4,4264,RL,L23,4627
5,6,3874,RL,L4,4224
5,7,4033,RL,L5,4422
8,5,5076,V1,L23,5349
7,3,4805,V1,L4,5218
7,3,8453,V1,L5,9116
5,7,1290,AL,L23,1402
5,7,3740,AL,L4,4102
7,3,8424,AL,L5,9087
6,6,4388,RL,L23,4730
9,3,4859,RL,L4,5260
8,5,9176,RL,L5,9765
4,7,2816,V1,L23,3230
6,6,6199,V1,L4,6681
4,7,6978,V1,L5,7828
9,6,3844,AL,L23,4141
7,5,6828,AL,L4,7553
6,4,5985,AL,L5,6480
6,7,785,RL,L23,888
4,7,4974,RL,L4,5597
6,2,6747,RL,L5,7304
9,4,1583,V1,L23,1700
6,4,4556,V1,L4,4940
6,6,6235,V1,L5,6721
6,7,2848,AL,L23,3144
6,7,5438,AL,L4,5986
6,6,7504,AL,L5,8075
6,6,4219,RL,L23,4547
4,7,5783,RL,L4,6520
5,6,7009,RL,L5,7651
6,7,1149,V1,L23,1294
9,3,2357,V1,L4,2528
6,2,6663,V1,L5,7215
6,4,3484,AL,L23,3785
5,6,3862,AL,L4,4211
4,7,5439,AL,L5,6124
6,4,3783,RL,L23,4116
5,6,3930,RL,L4,4284
8,5,9574,RL,L5,10179
5,6,1590,V1,L23,1714
5,7,4922,V1,L4,5412
4,7,7137,V1,L5,8005
7,5,3623,AL,L23,4003
5,6,3825,AL,L4,4165
5,6,8571,AL,L5,9234
6,4,1167,RL,L23,1272
7,3,4766,RL,L4,5178
4,7,7416,RL,L5,8309
6,6,1844,V1,L23,2007
5,7,4519,V1,L4,4984
6,4,6533,V1,L5,7060
8,5,4179,AL,L23,4394
5,6,4632,AL,L4,5044
6,4,6925,AL,L5,7483
6,4,1202,RL,L23,1311
4,7,4968,RL,L4,5590
5,6,7005,RL,L5,7647
9,6,2328,V1,L23,2492
4,7,5276,V1,L4,5939
4,7,6970,V1,L5,7817
9,6,1312,AL,L23,1425
8,5,7700,AL,L4,8169
6,7,6340,AL,L5,6985
7,5,3778,RL,L23,4170
8,5,7151,RL,L4,7569
6,6,6395,RL,L5,6909
6,2,1603,V1,L23,1749
5,6,4584,V1,L4,4989
8,5,9300,V1,L5,9891
9,4,7456,AL,L23,7994
5,6,3810,AL,L4,4145
6,7,5481,AL,L5,6038
5,6,1412,RL,L23,1520
7,5,6910,RL,L4,7655
7,3,8289,RL,L5,8943
9,6,4037,V1,L23,4345
5,6,4502,V1,L4,4903
6,6,5890,V1,L5,6348
5,7,2049,AL,L23,2246
8,5,7048,AL,L4,7463
6,6,5774,AL,L5,6228
9,4,7725,RL,L23,8274
6,4,4581,RL,L4,4965
7,3,7949,RL,L5,8583
6,7,3716,V1,L23,4086
9,3,4397,V1,L4,4746
6,6,6312,V1,L5,6811
6,6,1573,AL,L23,1718
6,2,4452,AL,L4,4817
8,5,7676,AL,L5,8145
9,4,3932,RL,L23,4228
4,7,5578,RL,L4,6298
5,7,6518,RL,L5,7179
9,6,2336,V1,L23,2500
6,2,4562,V1,L4,4944
6,4,7929,V1,L5,8521
6,6,3320,AL,L23,3587
9,3,4080,AL,L4,4412
5,7,8037,AL,L5,8760
7,5,4550,RL,L23,5017
5,7,3868,RL,L4,4242
7,5,7855,RL,L5,8656
6,2,2098,V1,L23,2279
4,7,5354,V1,L4,6020
6,7,5680,V1,L5,6253
4,7,2267,AL,L23,2619
8,5,7030,AL,L4,7442
4,7,5478,AL,L5,6167
9,4,2440,RL,L23,2626
7,3,4131,RL,L4,4479
6,4,6080,RL,L5,6584
7,5,1931,V1,L23,2135
5,7,4205,V1,L4,4617
6,7,5964,V1,L5,6566
6,7,2835,AL,L23,3129
5,6,5063,AL,L4,5518
5,6,6935,AL,L5,7565
6,7,3665,RL,L23,4025
5,7,3856,RL,L4,4230
6,7,5531,RL,L5,6089
6,2,1563,V1,L23,1705
7,3,4193,V1,L4,4545
5,7,6109,V1,L5,6725
5,7,1952,AL,L23,2142
5,6,3846,AL,L4,4191
7,3,7898,AL,L5,8529
7,5,4438,RL,L23,4889
6,2,3803,RL,L4,4133
8,5,9255,RL,L5,9846
6,6,1853,V1,L23,2016
9,3,4563,V1,L4,4927
6,6,6686,V1,L5,7225
4,7,3140,AL,L23,3585
6,4,3512,AL,L4,3820
6,2,7704,AL,L5,8295
9,6,1321,RL,L23,1435
6,7,5554,RL,L4,6113
6,4,6092,RL,L5,6596
9,6,1587,V1,L23,1718
6,2,4687,V1,L4,5070
6,7,7556,V1,L5,8258
7,3,2219,AL,L23,2393
9,3,5241,AL,L4,5665
4,7,6851,AL,L5,7696
6,7,786,RL,L23,890
4,7,5788,RL,L4,6525
5,7,6583,RL,L5,7247
9,4,4728,V1,L23,5072
5,6,4366,V1,L4,4750
8,5,9540,V1,L5,10144
5,7,1947,AL,L23,2137
5,7,3731,AL,L4,4089
6,6,5714,AL,L5,6161
7,3,2326,RL,L23,2504
6,7,5540,RL,L4,6098
6,7,6566,RL,L5,7248
6,6,1106,V1,L23,1207
4,7,5320,V1,L4,5986
6,7,7783,V1,L5,8494
8,5,2508,AL,L23,2637
7,3,3945,AL,L4,4284
8,5,7772,AL,L5,8253
6,4,4228,RL,L23,4590
6,7,5559,RL,L4,6119
5,6,6268,RL,L5,6837
9,6,4549,V1,L23,4885
7,3,5012,V1,L4,5442
4,7,7424,V1,L5,8318
9,4,2477,AL,L23,2665
7,3,4874,AL,L4,5290
6,7,5432,AL,L5,5979
6,4,3589,RL,L23,3910
5,7,3943,RL,L4,4322
6,7,5529,RL,L5,6087
6,6,3478,V1,L23,3758
9,3,2561,V1,L4,2737
4,7,6934,V1,L5,7779
6,7,4020,AL,L23,4421
4,7,4811,AL,L4,5406
6,6,7495,AL,L5,8065
9,6,4825,RL,L23,5175
7,5,5988,RL,L4,6636
6,4,7703,RL,L5,8295
5,7,2232,V1,L23,2446
6,7,6590,V1,L4,7276
4,7,7223,V1,L5,8100
8,5,4257,AL,L23,4480
7,3,4949,AL,L4,5373
6,4,6785,AL,L5,7327
7,3,2448,RL,L23,2630
5,6,4989,RL,L4,5429
6,2,6765,RL,L5,7324
8,5,4857,V1,L23,5114
9,3,1998,V1,L4,2141
6,7,6466,V1,L5,7121
4,7,2234,AL,L23,2578
9,3,7918,AL,L4,8591
6,2,6871,AL,L5,7441
5,6,2057,RL,L23,2246
6,2,4926,RL,L4,5332
6,7,5454,RL,L5,6005
6,2,2290,V1,L23,2491
6,2,4393,V1,L4,4755
7,3,6495,V1,L5,7035
4,7,2247,AL,L23,2594
7,3,3898,AL,L4,4233
6,7,5434,AL,L5,5981
9,6,2322,RL,L23,2486
9,3,4111,RL,L4,4443
5,6,6621,RL,L5,7227
6,6,1640,V1,L23,1795
8,5,7534,V1,L4,7984
6,4,8159,V1,L5,8760
9,4,6612,AL,L23,7090
6,7,6104,AL,L4,6728
6,4,7695,AL,L5,8287
6,7,3591,RL,L23,3949
7,5,6169,RL,L4,6832
8,5,9862,RL,L5,10492
4,7,703,V1,L23,863
6,2,4370,V1,L4,4731
6,6,6605,V1,L5,7132
6,7,3887,AL,L23,4279
4,7,4841,AL,L4,5444
8,5,9170,AL,L5,9759
5,6,1489,RL,L23,1600
7,5,6558,RL,L4,7260
5,7,6659,RL,L5,7334
6,4,4401,V1,L23,4776
4,7,5216,V1,L4,5874
7,3,8267,V1,L5,8921
6,4,3523,AL,L23,3833
7,3,3895,AL,L4,4229
5,7,5979,AL,L5,6580
9,6,2152,RL,L23,2312
9,3,6915,RL,L4,7519
4,7,7444,RL,L5,8340
9,6,4766,V1,L23,5113
5,6,4216,V1,L4,4590
4,7,7096,V1,L5,7958
4,7,2240,AL,L23,2587
9,3,6679,AL,L4,7265
6,7,7340,AL,L5,8039
6,6,4322,RL,L23,4656
9,3,4130,RL,L4,4462
7,3,8284,RL,L5,8938
6,6,4324,V1,L23,4658
7,5,6351,V1,L4,7030
8,5,9477,V1,L5,10075
7,3,1348,AL,L23,1468
5,6,3826,AL,L4,4167
6,7,6248,AL,L5,6890
6,2,4512,RL,L23,4885
9,3,4266,RL,L4,4604
6,7,5474,RL,L5,6028
9,4,7505,V1,L23,8045
6,7,6463,V1,L4,7118
5,7,6721,V1,L5,7405
6,7,3932,AL,L23,4327
4,7,4786,AL,L4,5376
6,4,5976,AL,L5,6470
9,6,5086,RL,L23,5452
8,5,7270,RL,L4,7697
6,4,8213,RL,L5,8819
6,7,3162,V1,L23,3486
6,4,6354,V1,L4,6869
8,5,9524,V1,L5,10128
7,5,3618,AL,L23,3998
9,3,6669,AL,L4,7254
4,7,7224,AL,L5,8101
6,4,1198,RL,L23,1307
6,2,4758,RL,L4,5147
6,4,6492,RL,L5,7017
5,6,1819,V1,L23,1971
6,7,3454,V1,L4,3800
5,6,6541,V1,L5,7133
9,4,6562,AL,L23,7023
5,7,4420,AL,L4,4864
7,5,8088,AL,L5,8912
9,4,2041,RL,L23,2193
5,7,4056,RL,L4,4449
6,6,7760,RL,L5,8335
4,7,2551,V1,L23,2931
