session,scan_idx,unit_id,readout_id,rf_x,rf_y,rf_sigma_x,rf_sigma_y,rf_theta,SSI
4,7,6515,5779,-0.1168662157,-0.0776189309,10.3720751502,9.5702671158,-2.1091538813,7.4564987234
4,7,6517,5781,-0.1899161498,0.1130167372,11.6065228451,8.9902199739,-2.991141665,8.5012027534
4,7,6518,5782,0.1378443442,0.0309453603,21.4197258905,13.0021543755,-3.1415926536,7.2683690686
4,7,6520,5783,-0.2693793677,-0.0869709282,16.5107337208,20.2639006193,-1.7384084564,7.0266101474
4,7,6523,5786,0.0062880508,0.1032279783,14.9580645671,11.6700954098,0.3061316137,7.8608718609
4,7,6524,5787,-0.26346333,-0.2472956574,17.584256753,13.915576241,3.1415926536,6.8243297132
4,7,6525,5788,0.056729616,-0.3519917072,15.5536698598,13.9930238959,0.234704996,7.1511714668
4,7,6526,5789,-0.094755211,0.311594313,13.2359511835,10.4408952732,-3.0545027866,6.7162916839
4,7,6532,5793,-0.1786715314,-0.0966971075,10.1489359625,8.8668170727,-2.545588278,6.3270447851
4,7,6533,5794,-0.1446053108,0.1406039221,12.3376417681,10.6202174843,-0.7960911021,7.3599077369
4,7,6536,5797,-0.2112065376,0.1962357131,12.2811790986,12.7947378934,-0.0446441319,7.3612846574
4,7,6538,5799,0.041560452,0.159510325,16.9672895869,12.0952315068,-3.1415926536,7.1314689511
4,7,6539,5800,-0.0892655348,0.0250688806,31.5792503567,18.7146678749,-3.1415926536,6.598993706
4,7,6541,5802,0.0259383802,0.1426179557,13.477905812,11.732033253,3.1415926536,6.7654142098
4,7,6542,5803,-0.3027492956,-0.0537166053,11.1655002494,12.726196376,-0.472267965,6.836915786
4,7,6543,5804,-0.0018035059,0.3377961404,21.6451125169,11.7506044549,3.1415926536,6.7143796387
4,7,6547,5808,-0.2578196383,0.2167774637,28.8477732567,14.5695504442,3.1415926536,6.4525147166
4,7,6550,5811,0.0795743601,0.0282733784,15.5584860462,13.1359445174,3.1415926536,7.0860859792
4,7,6555,5815,-0.0388292729,0.0069906777,22.5503685102,14.4623123165,3.1415926536,6.6218912448
4,7,6556,5816,-0.0233359212,-0.0971116666,9.9474734648,18.3773538665,1.4207982822,6.7417458424
4,7,6559,5818,-0.1926086221,0.0173450601,19.9134170254,10.3335899488,3.1415926536,6.9020349464
4,7,6561,5820,-0.1270499711,0.1806703374,13.0462153302,9.9949666531,3.1415926536,6.946087566
4,7,6562,5821,-0.1892613738,0.1273916797,22.6719789355,15.9744322194,-0.2276658627,6.7175074635
4,7,6563,5822,-0.1136403024,0.0866913163,9.9751739768,9.031907224,0.1330823669,6.4914969142
4,7,6564,5823,-0.1004689279,0.012642375,10.5205368253,14.0434275861,2.014318405,8.1574543527
4,7,6565,5824,-0.2448755603,-0.0790882959,11.7129485041,13.7464740808,3.1415926536,6.6162154061
4,7,6566,5825,-0.1700193956,-0.051306642,14.4213490882,16.3540726071,-0.0088609331,7.1912438573
4,7,6568,5827,-0.0973424336,0.4082323343,35.1036570663,14.6782256944,-3.1094752933,6.6377515984
4,7,6571,5830,-0.0795196281,-0.0728006158,16.9704876237,17.3389240064,3.1415926536,7.0477995044
4,7,6572,5831,-0.2148661924,0.2042901229,12.5586272725,10.0590430792,-0.0240070315,8.8326033186
4,7,6573,5832,-0.2084634554,0.2459374289,19.6102302181,13.7915868627,3.1415926536,6.7396016635
4,7,6576,5833,-0.0592230811,0.0692670733,24.4168221308,15.2812620725,-3.1415926536,6.5016510087
4,7,6577,5834,-0.1455242526,0.0161359314,13.5988537455,10.0878973278,3.1415926536,6.517067029
4,7,6578,5835,-0.1637574507,0.1185363105,10.5157066096,11.2949372724,3.1415926536,6.9326864106
4,7,6582,5838,-0.2191375397,0.2712289676,17.5414469773,14.1849662458,3.1415926536,7.174125627
4,7,6583,5839,-0.0251757255,0.1318835196,9.4148955651,12.7961960946,0.0190233438,6.7469511206
4,7,6584,5840,-0.2174572182,0.0287546327,13.8077569248,17.1976849639,3.1415926536,6.5911322779
4,7,6585,5841,-0.0286407955,0.1638783328,18.1162231133,14.0956131775,-2.7358255996,7.2462870693
4,7,6586,5842,-0.1575206332,0.076750001,9.74024631,11.2169855498,3.0853331227,6.531338803
4,7,6587,5843,0.0415260745,0.0133932368,21.95795758,20.5406442897,-3.1415926536,6.7547555633
4,7,6590,5845,-0.3103987707,-0.0577860772,12.0566251954,15.1265733974,-1.6597877034,7.5445152598
4,7,6592,5846,0.126678528,0.006875833,20.13719113,25.4617117226,0.2225244012,6.8181007794
4,7,6593,5847,0.0292568114,0.2304810624,10.1040555317,13.6048371507,-0.247818937,7.0986994598
4,7,6595,5848,-0.2474136137,-0.0197176406,15.9205202323,12.4648336323,-3.1415926536,7.6098849717
4,7,6597,5850,-0.3269874555,0.2105120301,14.7466685532,19.8797903558,-2.1983702066,6.9851613591
4,7,6599,5851,-0.0860948638,-0.2686269039,22.462628646,17.0287217164,2.1638222064,6.6527216943
4,7,6607,5858,0.0005337325,0.1494275857,22.5591973006,10.4927342618,-0.1058167486,7.0997668522
4,7,6611,5861,-0.2104665079,0.0049662084,12.6421609425,11.4620405074,3.0897326881,6.6229098598
4,7,6613,5863,0.0408447945,0.0800371094,19.5554858808,21.6805261571,1.0059970764,6.9095952364
4,7,6620,5870,-0.1204239528,-0.2198788323,9.0867209499,14.19217526,0.7237980308,6.63547292
4,7,6621,5871,-0.0607071079,-0.1080902696,16.9335839842,9.1893627017,-3.1415926536,6.969622677
4,7,6624,5872,-0.1188291235,0.0197014398,21.0216318353,16.1461937554,-0.6528411375,7.032999229
4,7,6625,5873,-0.0669244183,-0.0140759288,11.6958492559,14.211113137,3.1415926536,6.4962156979
4,7,6630,5877,-0.1690625228,-0.2012995974,12.7513024981,17.9080997301,2.28876873,6.6007132096
4,7,6631,5878,-0.0490174511,0.2117995106,12.5864673408,13.5173467847,-3.1415926536,6.9875594842
4,7,6632,5879,-0.3151601549,-0.3115748044,13.4481706246,15.1286237129,-1.7127390162,7.3682214182
4,7,6634,5881,-0.1916615929,-0.3523616796,26.2229960305,12.6788804857,0.0773310596,6.3034249134
4,7,6635,5882,-0.035378643,-0.1694713499,12.0498702248,9.5936290312,-2.3772183306,6.4914560089
4,7,6636,5883,-0.3475570643,0.0231888712,22.0923826195,22.1493278389,3.1415926536,6.7001006447
4,7,6639,5885,-0.003760213,0.1716123127,15.2792803411,11.540182502,3.1415926536,7.5842475243
4,7,6640,5886,-0.028638635,0.0589693011,15.6546624086,13.5907306808,3.1415926536,6.6948463329
4,7,6643,5888,-0.2776734981,-0.3926789226,14.5542905093,19.1732770243,-0.4991960591,7.2558704345
4,7,6646,5890,-0.255317643,-0.0927046417,13.0832163485,8.4487617349,0.0711526734,6.6595075435
4,7,6648,5891,0.0782251098,-0.0014256189,22.6646003349,20.2352903534,0.5659618872,7.1404577261
4,7,6649,5892,-0.0092851557,0.0892418561,11.9808936252,11.4776211345,0.1863231155,6.6497039546
4,7,6655,5895,0.1416908145,0.2827077758,17.7593955678,17.2824832276,3.1415926536,6.8424523846
4,7,6657,5897,-0.2621035737,-0.1063549317,15.5637698567,9.4275719825,0.097642196,7.1663319099
4,7,6658,5898,-0.1621613949,0.1850776212,16.7435327611,15.4667321251,-3.1415926536,7.6006810939
4,7,6666,5905,0.0015855846,-0.1940802302,17.9970701891,14.5410275407,-3.1415926536,7.2108398559
4,7,6667,5906,-0.0493963292,0.0671620337,11.1389087651,9.2086912291,0.0603884072,8.4248186654
4,7,6671,5910,-0.1635377896,0.1873332841,12.7417203183,14.6677897307,-3.1415926536,6.5030711698
4,7,6673,5912,-0.0370125141,0.1664084085,18.5495606403,12.3937992898,-3.1415926536,6.8353332836
4,7,6675,5914,-0.0311843116,0.2180705747,15.2208870547,11.7545548357,-2.7749316711,6.7883887893
4,7,6676,5915,-0.1368219885,-0.0126774009,14.0899513964,15.533654385,-3.1415926536,6.9103124917
4,7,6677,5916,-0.1072654317,0.1509589057,9.8817829008,12.2367535822,-1.6093508192,7.1229717962
4,7,6679,5918,-0.2507575357,-0.1030917622,11.8437379325,12.3277616224,-3.1415926536,6.8112212888
4,7,6680,5919,-0.0217021269,0.0912618843,10.18683765,9.0969945319,0.106133659,6.9015016241
4,7,6682,5920,0.1787595195,-0.0393278708,11.5836397487,12.9229998431,-3.1415926536,7.2347074206
4,7,6685,5921,-0.0563189921,0.1773375257,12.362939745,17.3295374235,-3.1415926536,6.5502772652
4,7,6686,5922,0.0356185828,0.0912813377,32.2238918391,13.3384880005,3.1415926536,6.8863541954
4,7,6687,5923,-0.2939029212,0.1176235211,22.5158228065,12.3931011574,3.1415926536,6.7290032802
4,7,6690,5925,0.1008661077,-0.0961375651,11.4396138282,14.5221498842,3.1415926536,7.127907611
4,7,6697,5928,-0.0164952383,0.0100772827,28.0368293149,13.9268376435,3.1106584774,6.5827929644
4,7,6699,5929,-0.233301065,0.3187071027,23.9978759504,17.8506199877,-3.1415926536,6.6294906727
4,7,6700,5930,-0.2271578026,-0.0501540392,12.7494849946,15.0854220046,3.1415926536,6.5112658412
4,7,6704,5933,-0.3004315935,-0.0761145986,15.3252890392,13.1025962083,3.1415926536,7.1154683731
4,7,6708,5936,-0.0911847814,0.1289596615,11.9399728902,16.1668001016,3.1415926536,6.5160773164
4,7,6709,5937,-0.1726070541,0.4196820158,22.9958413819,11.8192483176,-0.1445354135,6.8039630471
4,7,6711,5938,-0.2546401821,0.1369535366,12.696162254,12.4827280924,3.1415926536,7.5187859517
4,7,6714,5940,-0.2547998756,0.3590965085,21.9462419972,13.3281860982,3.0364200409,6.7414500933
4,7,6715,5941,-0.123727966,0.0968263338,37.7118450403,14.63351145,-3.0745654851,6.6907178746
4,7,6717,5943,-0.1011205301,-0.2032313098,12.2392651701,19.6242329809,1.5441687759,6.6431323106
4,7,6719,5944,-0.0071809775,0.2250915246,21.3688592108,17.8865637568,3.0850585852,7.1232182601
4,7,6720,5945,0.01036333,0.1093662949,30.264765616,17.0757517789,2.8914394576,6.7650505818
4,7,6722,5947,-0.2290426724,-0.1143425837,8.7073460306,8.928184609,1.8681091751,7.8209815938
4,7,6726,5950,0.0703867107,0.0676776376,23.5356174199,13.6415756822,2.3874692287,6.5435591946
4,7,6727,5951,-0.0181389713,0.1804915077,23.0222674766,15.926364917,-3.1415926536,7.2302210495
4,7,6729,5953,-0.2437903199,-0.1939084425,15.7090549732,11.8648870627,3.1415926536,7.0275197658
4,7,6730,5954,-0.3306287203,-0.3442300426,12.2813084535,21.9381469886,-1.5467792042,6.4755533464
4,7,6732,5955,-0.3446968639,-0.2206874857,11.00432128,10.6901221135,-3.1415926536,7.0060680628
4,7,6735,5956,-0.2081019204,0.1720805772,11.6092959806,15.6666417507,-1.8070554954,8.0783989933
4,7,6736,5957,-0.1026083035,0.3936240774,18.7991023038,13.4402309609,3.1415926536,6.8137916395
4,7,6738,5958,-0.3271105994,-0.1013997149,9.8373816934,10.9854760046,-0.597237479,6.9580038905
4,7,6739,5959,-0.1704197085,0.0654707596,11.3319148312,11.1112707396,-3.1415926536,7.6165427357
4,7,6740,5960,0.1019947232,-0.1709904181,23.7730161119,17.2544818288,0.1598222431,6.7949823151
4,7,6741,5961,-0.1617018103,-0.1495197416,11.3679264785,19.070103364,0.3541551465,6.7613137782
4,7,6743,5962,-0.3119527018,-0.2810543656,28.5594007544,15.9899291279,0.046757226,6.4180396599
4,7,6745,5964,0.0316969839,-0.0353592387,11.3284467248,15.8997851419,-2.303349786,6.4192619609
4,7,6747,5965,-0.2618207013,-0.1744080333,23.8731238888,11.4615413249,-0.2533597245,6.5326224758
4,7,6750,5967,-0.1612839693,-0.121572774,18.634282221,11.260951889,-0.3758515219,8.0888189131
4,7,6754,5971,-0.1132164255,0.0297886611,11.6070163315,12.2547438748,-3.1415926536,7.0401432899
4,7,6755,5972,-0.3240576917,0.1696636329,13.0983798744,16.6606760095,3.1415926536,7.0540558048
4,7,6756,5973,-0.0776697736,-0.5065567661,13.4479172519,11.1063393232,0.3572190574,8.7744418657
4,7,6757,5974,-0.0397355323,0.1696256599,24.7058750598,16.3223262371,0.2108609037,7.4330172557
4,7,6758,5975,-0.219815753,0.0944345429,14.284760541,11.9528079353,0.9277705065,7.8932174747
4,7,6764,5980,-0.0086426145,0.0420868411,17.3700341571,15.6779042272,-3.1415926536,6.9105681176
4,7,6765,5981,0.0319021744,0.0743585036,14.8087470443,11.8702164705,-0.302937526,7.8259639478
4,7,7667,6822,-0.2816991517,-0.5998955895,21.0922457375,16.8901617671,-3.1415926536,6.5576244257
4,7,7668,6823,-0.279268481,-0.5550879548,17.5881668399,16.2735444035,3.1415926536,6.681501394
4,7,7669,6824,-0.222132713,-0.4530194985,18.9212438968,13.5589531929,3.1415926536,6.709070588
4,7,7672,6827,-0.2483956011,-0.2968066949,9.0797008277,7.5907297754,-3.1415926536,6.2895921933
4,7,7673,6828,-0.0208183599,-0.2334597472,57.0311866541,18.9030863064,-0.2079658252,6.2882605968
4,7,7676,6831,-0.429939629,-0.2499033986,23.2827708704,18.4425384732,3.1415926536,6.3660736688
4,7,7678,6833,-0.2315881305,-0.4378598632,14.0344406288,15.4871583034,3.1415926536,7.2218808633
4,7,7679,6834,-0.2650575258,-0.3588793833,13.468801582,14.2675900083,3.1415926536,7.0172547854
4,7,7681,6836,0.0811888441,-0.4373916103,18.9131883145,13.1187596652,-0.0775507679,6.6333966109
4,7,7683,6838,0.1039807019,-0.1405443837,46.0424533557,28.9234093168,0.2726636797,6.2419290775
4,7,7687,6842,0.0185399108,-0.3638628834,17.9181457005,15.0036385021,3.1415926536,7.33912578
4,7,7690,6845,0.0665281996,-0.2506603238,9.0793820218,6.579531946,-2.5124343584,6.2823553705
4,7,7693,6848,-0.2867437548,-0.2198615684,22.8910968291,12.6543654384,3.1415926536,6.7666833544
4,7,7694,6849,-0.2159375847,-0.302776834,12.3890370353,10.5741607748,0.4308150874,7.5721681502
4,7,7695,6850,-0.2785859397,-0.2385427585,14.2321842542,13.0687564667,0.3130853423,7.4228046715
4,7,7696,6851,-0.1807333974,-0.3123169082,15.4183545181,17.602914653,2.7441770991,7.126751303
4,7,7697,6852,-0.0378393996,-0.1454708751,11.135921763,13.3951682365,0.9869796227,6.5320193383
4,7,7701,6856,-0.0483462751,0.0419984052,14.6690414919,17.1601504102,3.1415926536,6.6392549687
4,7,7704,6859,-0.2104510979,-0.0420381394,14.9178357565,15.3038572926,3.1415926536,7.860378003
4,7,7705,6860,-0.1788992787,-0.1648397321,14.6805327909,19.1671107686,0.3411627909,7.2694197774
4,7,7707,6862,-0.2496226293,-0.1062372692,18.6997178448,14.8133879018,0.3624356347,7.5305083729
4,7,7708,6863,0.0130871258,-0.2553726664,21.9671385094,17.9163388988,3.1415926536,6.5049993033
4,7,7709,6864,-0.1800153103,-0.26228261,16.3286795135,18.3729209957,-3.1415926536,7.0341078205
4,7,7710,6865,-0.1442082461,0.026050845,15.330617704,12.3660151077,0.0031043565,8.1055052976
4,7,7713,6868,-0.3235267573,0.0341456582,29.2048475363,22.6612058296,2.9339619746,6.6476374804
4,7,7714,6869,-0.1588768325,-0.2043239853,17.7964079714,13.5645260286,-0.0470483011,6.5214844905
4,7,7716,6871,-0.141272337,-0.111935138,16.5103033849,15.0419977279,-3.1415926536,7.6497569809
4,7,7718,6873,0.0008191646,0.1182006412,23.7424484029,20.1561464126,-0.4865327745,6.8190921452
4,7,7720,6875,-0.1600711957,0.2051430809,19.4642099592,17.4339836558,-3.1415926536,7.1569775745
4,7,7721,6876,-0.1637109982,0.0921125424,25.6338818039,20.1916351913,3.1415926536,6.7990312455
4,7,7724,6879,-0.2028942591,0.1343102687,20.6053500061,14.2034437324,-0.6446215218,7.0144448137
4,7,7725,6880,-0.3144452406,0.0841434878,14.6993450919,17.8306446671,0.0851100413,7.4938445064
4,7,7726,6881,-0.2269573701,-0.1924744891,16.475628381,21.8420558824,-3.1415926536,6.8295020639
4,7,7727,6882,-0.4176115336,-0.0705524192,14.0092257288,18.0672059722,-0.5567994836,6.5379845389
4,7,7732,6887,0.1091806774,0.0757850679,15.5825059753,12.8494946228,3.1415926536,7.2034945447
4,7,7734,6889,0.0638855384,0.0601808091,12.1596787212,16.3426239309,-0.9129992851,7.0094852832
4,7,7740,6895,-0.2424372133,0.1979088639,18.8283748855,14.7394845477,-3.1415926536,7.1018933367
4,7,7741,6896,-0.249829387,-0.1807591645,12.5373311141,11.6797964261,-3.1415926536,7.4252301581
4,7,7742,6897,-0.2579427534,0.0870005191,11.071381047,21.9431768622,-2.2128872768,6.5725999358
4,7,7747,6902,0.0724984008,-0.0231022158,12.391412721,16.6007471963,1.6654127796,7.9915082587
4,7,7748,6903,-0.1032454542,-0.1035293274,13.4220048051,9.5768055453,3.1415926536,6.992698639
4,7,7749,6904,-0.5030312669,-0.0265327427,15.0652661623,21.1160868609,-3.1415926536,6.501985516
4,7,7751,6906,-0.0545076214,0.1906466692,11.0793214754,9.6413913257,-2.8778583152,6.5599151732
4,7,7754,6909,-0.2308309955,0.0549565791,17.4856975185,14.8698484904,-3.1415926536,7.4552871716
4,7,7757,6912,0.0769963435,0.0398148373,16.5229115961,12.2356159789,3.1415926536,7.4074884205
4,7,7762,6917,0.003045795,0.254630173,12.8969115484,10.7992497309,3.1415926536,6.9431767552
4,7,7764,6919,-0.1406451676,0.0839915694,50.1881663111,20.0926683555,-3.1415926536,6.557697661
4,7,7765,6920,0.206818633,0.0857418109,16.8739640106,19.6182331863,-3.1415926536,6.6178114324
4,7,7769,6924,-0.116033772,0.2512338243,27.9057524749,17.5728163734,3.1415926536,6.89541003
4,7,7774,6929,0.0537933307,0.1674123599,43.3463191928,20.7489472342,3.1415926536,6.3776473248
4,7,7775,6930,-0.0068588319,0.3347798335,21.4409622494,11.0073342717,-0.0259865351,7.0999349059
4,7,7777,6932,-0.2066650247,0.1960523551,45.1924339474,25.3203706597,3.1415926536,6.4167904498
4,7,7779,6934,0.0036475736,0.0515348898,18.1558644619,14.2885376801,3.1415926536,7.6480752305
4,7,7782,6937,-0.0301041631,0.1949668615,16.1529597483,13.6594873762,-0.5591946775,7.1622630612
4,7,7784,6939,-0.0521041119,0.2099287307,12.6558613002,11.4544745787,3.1415926536,6.5156996878
4,7,7785,6940,0.0258054048,0.0460672811,11.986107336,13.8426637667,1.7953035552,7.9629565669
4,7,7788,6943,-0.0051297817,0.0710396232,9.9498216179,12.326201896,-1.7155663061,7.9436182362
4,7,7797,6951,0.0944598161,-0.140225763,16.6034509552,18.2693267639,-3.1415926536,6.7958441731
4,7,7798,6952,-0.0553851469,0.0165969977,11.2219162902,9.2905197379,0.0480232519,6.6810660971
4,7,7799,6953,0.0086206998,-0.0313682557,38.3321058971,18.1330920814,3.1415926536,6.4386111403
4,7,7805,6958,-0.0147347414,0.2149481049,15.5958314307,10.9968814638,2.9086591015,7.3640176599
4,7,7807,6960,-0.0961254209,0.1077900315,22.2110053059,24.7894176524,3.1415926536,6.3565067753
4,7,7808,6961,-0.1173387413,0.0310042753,15.7668011289,10.8284121286,3.1415926536,6.5885704182
4,7,7809,6962,0.0471777311,0.1459126796,17.6330784323,14.2506787011,3.1415926536,7.1362567056
4,7,7810,6963,-0.0842454978,0.1994253204,16.1278479442,12.7626486165,3.1415926536,6.9677406993
4,7,7811,6964,0.062856211,0.3962093229,19.9750451496,13.5643594563,3.1415926536,6.6927286705
4,7,7815,6968,-0.1097249168,-0.1045397131,12.914333657,16.6494598307,3.1415926536,7.4746632482
4,7,7816,6969,-0.0867282938,-0.0855311242,14.4925516351,19.2996602382,-1.560239886,6.9006106022
4,7,7817,6970,-0.0040645598,-0.0383435567,14.282358239,13.8642269764,3.1415926536,7.5317506029
4,7,7820,6972,-0.0444339111,0.1525900552,14.203549878,11.3812180694,-3.0731852268,9.0420248991
4,7,7827,6977,-0.1240129871,0.0245654451,14.0371381887,12.5883777948,-3.1415926536,7.4288408797
4,7,7828,6978,0.0532271058,-0.1688602428,25.3483142999,14.9924645124,3.1415926536,6.6363743008
4,7,7829,6979,-0.0156757496,0.0211737673,15.2330533377,17.0893251369,-1.5712350074,8.0176969371
4,7,7830,6980,-0.1016239376,-0.0880973652,15.3453830749,11.507702328,-0.1307739173,7.2938546089
4,7,7831,6981,-0.104903739,0.0583687334,9.1233623032,8.7460602036,3.1415926536,7.1122795491
4,7,7832,6982,-0.0723383205,0.0839313874,30.8042242635,19.4057495395,-3.1415926536,6.611138194
4,7,7833,6983,-0.0408207552,-0.0231367788,38.7562004254,20.5896031298,-3.1415926536,6.5837302772
4,7,7834,6984,-0.0518294261,0.2214396456,22.2623550223,15.0832566119,0.2586871084,7.0312327234
4,7,7835,6985,-0.0400526793,0.1822907802,14.502001304,18.7193744845,0.6761069525,6.6821936239
4,7,7836,6986,-0.114934226,0.095060154,12.7950292016,14.5308811205,-1.8668510379,8.0299869211
4,7,7837,6987,-0.1196122375,0.069810703,24.8402781625,11.7283485737,-0.1450199619,6.9299370699
4,7,7838,6988,-0.1864609833,0.2986964855,27.8278228624,17.8357593186,3.1323057298,7.0663266868
4,7,7839,6989,-0.0868249956,0.3535991637,18.1588011669,11.1767719575,3.1415926536,7.1232605995
4,7,7843,6993,0.0623406665,-0.1880550219,13.6028327355,12.7937909597,3.1415926536,7.0745060213
4,7,7844,6994,0.012574292,-0.0662123144,22.1114902233,14.266202807,-0.1262063507,7.2481380828
4,7,7845,6995,-0.0858000163,-0.0429921355,23.4548435066,15.6568327289,3.0657804885,6.7759581439
4,7,7846,6996,-0.139738808,-0.024239641,17.7640215601,11.4525507211,0.0379374276,6.5284974514
4,7,7847,6997,-0.1709607527,-0.1751765738,20.6509501794,13.3668027903,-3.1415926536,6.596772305
4,7,7850,7000,-0.0644391898,0.0025764636,12.7658503359,12.5748146097,3.1366577285,7.3053795225
4,7,7851,7001,-0.040327527,0.2011562265,17.0836693799,13.4045379509,-3.1415926536,7.2094397201
4,7,7852,7002,0.0385155403,0.1161977419,21.8268260704,16.6498812726,-3.1415926536,6.7657330701
4,7,7853,7003,-0.082003194,0.1527086847,18.821825247,15.0463058793,-0.5396372437,7.0552959545
4,7,7855,7005,-0.0696753193,0.1889070874,10.355816047,13.4393280428,1.6295929127,7.1141054144
4,7,7860,7009,-0.1513357944,0.0349126611,11.9378014384,10.9538044385,3.1415926536,7.0646938387
4,7,7863,7012,-0.0786167487,-0.0722630128,13.2353728993,15.6982911914,-1.788982572,8.4384770946
4,7,7864,7013,-0.0817788539,0.0231399051,13.7747695157,10.8011518523,0.2105236657,7.4401481836
4,7,7865,7014,0.0384172212,-0.0075685865,33.4277123289,16.0927020334,-3.1415926536,6.5428092444
4,7,7866,7015,-0.1467187415,-0.081197541,13.3974966492,18.7852545806,-0.3252743715,7.3232365798
4,7,7868,7017,-0.0934283352,0.1954249314,14.2317322555,14.7155789493,3.1415926536,7.4302830065
4,7,7869,7018,-0.0422922311,0.1621851522,12.578646791,15.067250998,1.6920367195,7.9567707242
4,7,7870,7019,-0.0639137944,0.1182086481,15.2165166712,13.1189278381,-3.1415926536,7.2922915115
4,7,7871,7020,-0.0704173347,0.3066875494,12.646854072,15.9487786828,-1.6349706886,7.4106609508
4,7,7877,7025,-0.2341040527,-0.0694275019,26.4064246032,14.9956126922,3.1415926536,6.448693252
4,7,7878,7026,-0.1519086311,-0.1207267312,11.3078460153,10.3898932259,0.3250882621,7.7013403865
4,7,7879,7027,-0.1433869411,-0.1205613092,11.8024264574,14.1231779528,-2.9150541379,8.3575192053
4,7,7881,7029,-0.0185566262,-0.0003741118,21.2385975087,18.1689553194,-3.1415926536,7.2977049661
4,7,7883,7030,-0.0606401524,0.1179910606,21.6339323083,14.8066142883,3.1415926536,7.1426318939
4,7,7884,7031,-0.1117147027,0.2672166188,27.8002290653,21.1129123136,3.1415926536,6.8793956491
4,7,7889,7035,-0.1965419821,-0.1618326851,9.9584473652,11.236842854,-3.1415926536,7.150365399
4,7,7891,7036,-0.0571488594,-0.1492146432,12.2462816303,12.9518834408,-2.3862664625,7.3751203854
4,7,7892,7037,-0.2637266234,-0.0395259204,11.1960097609,12.7691280615,-3.1415926536,6.9995310353
4,7,7893,7038,-0.0557106686,0.0136453641,15.2320488497,15.8966325731,3.1415926536,7.8143048146
4,7,7894,7039,-0.1658889907,0.1271757787,15.3142724462,12.020299471,-0.0950079024,7.4503659737
4,7,7895,7040,-0.13892203,0.032754699,11.7164878075,14.3701862188,1.6298913299,7.9474969039
4,7,7898,7043,-0.1832846626,0.0546841488,9.8592007483,10.4022799757,3.1415926536,7.2398277343
4,7,7899,7044,-0.1832206326,0.0098846412,11.2266241617,10.4634643574,-0.4337894134,8.7563726567
4,7,7900,7045,-0.2017105135,-0.2279444142,9.5287423921,11.156830148,-0.3370340132,7.8586110067
4,7,7901,7046,-0.2038955991,-0.2237886175,13.2843466917,12.376010035,-0.144905484,7.9538978675
4,7,7903,7048,-0.1930977902,-0.1261533782,11.1978687543,10.1241176686,-0.163685656,8.3921556
4,7,7904,7049,-0.2199878379,-0.0762966665,11.0299656934,9.8114642787,0.0704300227,8.2168685468
4,7,7905,7050,-0.1957540426,-0.1142540962,10.9795154724,12.0038193848,2.0387827202,8.2032532739
4,7,7906,7051,-0.1226070932,-0.0036182425,11.4637572383,15.5368841859,1.9591028116,8.0432564518
4,7,7907,7052,-0.1065821387,-0.1452292343,13.0807013283,12.1009273372,-3.1415926536,7.3335514877
4,7,7908,7053,-0.1396494411,0.084702904,14.6138485789,18.1884115793,1.7219291998,7.9917412386
4,7,7909,7054,0.1164800935,0.2421523635,28.6598443923,15.1175439847,3.1407893734,6.3899361659
4,7,7911,7055,-0.175777562,0.2601902871,14.9834178286,10.4562884372,-0.0640200232,6.7221451373
4,7,7912,7056,-0.1843458875,0.2148309055,13.8436200496,12.3606966429,-0.6571999223,7.6774660415
4,7,7916,7057,-0.1869547032,-0.2040800205,14.7710954746,12.0044842092,3.1268138202,7.6340456054
4,7,7917,7058,-0.1804784409,-0.1804931505,10.5710748678,9.7738836446,1.6733490833,6.9040959489
4,7,7920,7061,-0.3333396541,-0.0654919298,21.8681457193,22.7994398858,3.1415926536,6.6660335825
4,7,7925,7066,-0.1538583124,0.2236970903,16.3951090662,14.3336341546,3.1415926536,6.702842551
4,7,7926,7067,-0.1484946279,-0.0475538215,16.590392682,13.5927053614,0.2499548361,7.5780859923
4,7,7927,7068,-0.2086387936,-0.1344308342,12.0257929544,10.381189731,3.1415926536,8.1296564535
4,7,7929,7070,-0.093175727,0.3272007187,20.8526612199,13.9689095131,0.1447609631,7.0880729743
4,7,7933,7073,-0.2202355523,-0.1761398321,11.3343864999,12.4579557716,-0.6791560108,7.9136290668
4,7,7934,7074,-0.2673143011,-0.069527611,13.9781627318,11.0148642723,-0.6026452512,7.8826142807
4,7,7935,7075,-0.1856579412,-0.1030429415,11.2930995645,9.3652993162,1.7795100065,7.5014932802
4,7,7936,7076,-0.2327922692,-0.0529154741,10.0589680228,12.5449607548,-1.8486965296,7.8478254487
4,7,7938,7078,-0.2553706443,-0.0422465238,12.1107208569,12.2139175618,-0.1028602649,8.4014799658
4,7,7939,7079,-0.2207768035,-0.0234882399,12.1599239924,10.2770875624,0.2232927143,9.0771864984
4,7,7940,7080,-0.2171247587,-0.0913565763,13.4950546902,12.6871078712,-3.1415926536,7.5994791384
4,7,7941,7081,-0.1763575115,0.0142582955,14.6944817118,14.1082459135,-3.1415926536,7.0478292321
4,7,7945,7084,-0.283657527,-0.2774057317,16.1203054978,12.7613677216,-3.1415926536,7.0565182449
4,7,7946,7085,-0.2777089097,-0.1375812403,12.4835447229,10.2224141851,-0.0794181224,7.3368769116
4,7,7947,7086,-0.2299879057,0.0116069267,12.321793258,11.0733404661,3.1415926536,6.9065363059
