session,scan_idx,unit_id,readout_id,pref_tf,pref_sf,pref_ori,pref_dir,OSI,DSI,gOSI,gDSI,STII,curve_corr,rf_x,rf_y,rf_sigma_x,rf_sigma_y,rf_theta,SSI,resp
9,3,4446,4114,1.0,0.010452773071868312,94.02891603296518,274.0289160329652,0.66837084,0.37414232,0.32243926563730063,0.2163435260705168,0.4384937286376953,0.4761972796902647,-0.1685542167543791,0.13901689391789684,15.64261287558032,19.952566295799922,3.1415926535897927,8.2410808496968,8.14375
6,4,2316,2109,0.5,0.015935381728025885,91.04881462782365,91.04881462782365,0.45149824,0.2927107,0.17520842940991393,0.21983071119952954,0.46877962350845337,0.37991107661843265,-0.1272136183764796,0.11566291146906682,21.15675495908199,16.521357032054034,-3.1415926535897927,8.18108720358324,15.492939
4,7,8309,7416,2.0,0.015935381728025885,125.61318362181787,125.61318362181787,0.327664,0.023765545,0.17901228735608035,0.13306381435167217,0.3906964659690857,0.3717914598127754,-0.10647183101567503,0.022432479483158962,26.103321041789826,16.63406828573367,-3.1415926535897927,8.301769428363476,2.3232758
5,6,7489,6862,1.0,0.021196380984504826,85.9565586266059,85.9565586266059,0.38355777,0.026398513,0.19685368485019264,0.018082110322560987,0.4956703782081604,0.8003289368162069,-0.1614411853156913,-0.095992966020645,17.17999687709318,13.958426168671066,-3.1415926535897927,8.270162192212144,0.6684642
6,2,8740,8141,2.5,0.02225000975343107,83.26576593453416,263.26576593453416,0.26827723,0.49034402,0.05643263079934381,0.28291373953633836,0.5650010108947754,0.730451428111144,-0.1720095391328047,-0.04546742203706011,22.776546905333714,16.49154272833648,3.1415926535897927,8.17118308846153,3.3655326
6,4,4368,4025,1.5,0.02734375,167.6790348262661,167.6790348262661,0.67082006,0.45704597,0.3057883468296631,0.3035425655427026,0.5155014991760254,0.7038151082637539,-0.2160987206857944,0.19214517382562524,16.252035893842134,12.795932929823776,-0.014433405677240671,8.373345993035842,7.682595
6,7,6466,5878,0.5,0.01171875,19.30307379442064,199.30307379442064,0.20119755,0.28543156,0.09918823776176135,0.14135295826359034,0.41960716247558594,0.3632576642746291,-0.15758978045487815,-0.02309243148366158,19.63033922114059,11.481401548112292,-0.013501787393278173,8.37770554569574,7.922139
6,7,4484,4078,0.5,0.013621835786870847,146.15454875764564,146.15454875764564,0.4363623,0.28279892,0.1834806934113456,0.16911126810970928,0.3177220821380615,0.6489257779746636,-0.029351231800504918,0.12176290545575097,22.796872618102046,20.495322831829593,-3.1415926535897927,8.275145724194722,50.996048
6,7,6861,6219,1.0,0.020905546143736624,125.28913768692559,125.28913768692559,0.56626695,0.32342967,0.24922672903029022,0.1999765863629092,0.5665324926376343,0.35107318399467985,-0.1989121567185025,0.08944784931464445,19.48795829274584,16.59983050436266,-0.2754619049676791,8.847094066509856,8.191649
8,5,8495,7995,1.0,0.02734375,175.31039242859907,355.3103924285991,0.8665166,0.14385086,0.509728727083525,0.07688131834580422,0.5211955308914185,0.7936023780230324,-0.08188263250585015,0.15787467732401073,17.4182480229987,16.750495881274457,3.1415926535897927,8.68055724672604,19.375101
