session,scan_idx,unit_id,readout_id,brain_area,layer,MEDI,Gabor,MESI,Grating,Natural
4,7,1074,879,RL,L23,2.0995588,0.9000279903411865,0.9319545030593872,1.8679509163,5.732390880584717
4,7,1075,880,V1,L23,13.291111,2.914534091949463,2.8575594425201416,1.9419480562,5.509875297546387
4,7,1078,882,V1,L23,5.7962465,1.2967814207077026,1.2677847146987915,2.7318046093,5.890273571014404
4,7,1079,883,V1,L23,16.299606323242188,1.7825108766555786,2.126682043075561,3.2993206978,4.523702144622803
4,7,1081,885,V1,L23,10.394466,3.1587648391723637,3.839827299118042,2.1130392551,5.239866256713867
4,7,1093,889,V1,L23,41.15046,6.169937610626221,6.442923069000244,2.441753149,13.930424690246582
4,7,2552,2218,AL,L23,4.40497,3.961750507354736,3.851728200912476,3.3649835587,3.4732413291931152
4,7,2553,2219,AL,L23,22.952662,2.579779148101806,4.902339458465576,3.8328728676,4.073318958282471
4,7,2564,2225,AL,L23,31.974915,5.06972599029541,9.134653091430664,4.7001290321,6.248516082763672
4,7,2566,2226,AL,L23,4.437375068664551,2.284475088119507,2.055654525756836,5.6996216774,3.41603422164917
4,7,2570,2227,AL,L23,2.8283734,2.209153890609741,2.1184723377227783,5.1568512917,5.0007405281066895
4,7,2572,2229,AL,L23,4.90529,4.235921859741211,3.6356520652771,3.5806472301,4.146376132965088
4,7,2573,2230,AL,L23,20.586227,0.7499779462814331,1.7494604587554932,3.4918856621,4.044610023498535
4,7,2574,2231,AL,L23,15.866103,1.9554592370986936,2.174437522888184,4.8380393982,4.540281772613525
4,7,2578,2234,AL,L23,16.825367,2.8793795108795166,2.9552106857299805,3.4583120346,3.4599475860595703
