session,scan_idx,unit_id,readout_id,brain_area,layer,MEDI,Gabor,MESI,Grating,Natural
5,6,7331,6714,V1,L5,67.4548,11.65757942199707,15.622045516967772,35.3407249451,29.161231994628903
5,6,7332,6715,V1,L5,29.580242,6.397286415100098,9.481022834777832,3.5323348045,19.108123779296875
5,6,7333,6716,V1,L5,140.29807,0.1704317927360534,31.55043029785156,11.7267599106,56.05426406860352
5,6,7334,6717,V1,L5,20.681943893432617,2.1651358604431152,5.749166965484619,4.1557216644,56.832008361816406
5,6,7335,6718,RL,L5,5.2461224,1.80609130859375,1.7362265586853027,3.4408500195,11.728503227233888
5,6,7336,6719,V1,L5,177.20464,16.993392944335938,10.48404312133789,76.2425765991,21.003124237060547
5,6,7337,6720,V1,L5,16.476797,1.9589091539382932,3.0714240074157715,1.7174676657,10.750205039978027
5,6,7338,6721,V1,L5,25.3743,7.821962833404541,14.713515281677246,11.6624755859,11.05268096923828
5,6,7342,6725,V1,L5,27.38495826721192,24.16744804382324,14.417577743530272,3.4956510067,25.177207946777344
5,6,7343,6726,V1,L5,5.26316,8.018547058105469,4.582729339599609,11.5624914169,18.2303409576416
5,6,7344,6727,V1,L5,174.64576721191406,4.267200946807861,13.67595672607422,36.1729354858,17.524621963500977
5,6,7346,6729,RL,L5,17.66358,5.201095104217529,7.797921180725098,10.9062004089,4.779569625854492
5,6,7348,6731,V1,L5,250.62762,41.44642639160156,24.49318122863769,13.0818881989,30.580310821533203
5,6,7349,6732,V1,L5,21.004534,3.438559055328369,6.325606822967529,2.5037088394,33.28527069091797
5,6,7350,6733,V1,L5,2.7870178,3.137516498565674,2.7308509349823,1.5760948658,8.090251922607422
5,6,7351,6734,RL,L5,0.8726683,0.274752527475357,0.3673538565635681,2.8890683651,20.43475151062012
5,6,7352,6735,V1,L5,51.6326,1.3637691736221311,6.536960601806641,2.1686720848,20.798259735107425
5,6,7353,6736,V1,L5,10.243548,2.143683671951294,1.221609354019165,4.9343986511,12.872688293457031
5,6,7354,6737,RL,L5,35.67516,0.8597469925880432,0.4222051203250885,71.0970840454,8.691319465637207
5,6,7355,6738,RL,L5,8.112408,2.547793388366699,3.661507368087769,2.6402215958,5.612696647644043
5,6,7356,6739,RL,L5,6.6983504,1.246991753578186,1.0535855293273926,5.4464607239,8.689545631408691
5,6,7357,6740,AL,L5,86.224495,21.542325973510746,26.49047088623047,9.1988773346,10.780780792236328
5,6,7359,6742,V1,L5,7.191796,1.6413921117782593,1.042130470275879,6.5091047287,24.711061477661133
5,6,7360,6743,RL,L5,7.2180967,0.9060911536216736,1.4862834215164185,8.2418880463,22.608068466186523
5,6,7361,6744,V1,L5,3.218865156173706,0.965078830718994,2.73331356048584,4.1072225571,16.191844940185547
5,6,7362,6745,V1,L5,7.344175338745117,4.651261806488037,3.978585720062256,6.7730784416,8.047873497009277
5,6,7364,6747,V1,L5,109.53853,13.14582633972168,15.061446189880373,2.5340378284,16.840272903442383
5,6,7365,6748,RL,L5,45.0211296081543,2.213294744491577,2.8525850772857666,3.117988348,11.225595474243164
5,6,7366,6749,V1,L5,25.951862,7.536030292510986,5.611161708831787,13.7083616257,6.380358695983887
5,6,7367,6750,V1,L5,91.53519,25.71316909790039,17.044736862182617,20.5956859589,30.432809829711918
5,6,7369,6752,V1,L5,30.46027374267578,14.76038932800293,21.927928924560547,8.532251358,26.08037757873535
5,6,7370,6753,V1,L5,27.972984,5.688849449157715,6.10202169418335,7.3966908455,19.993379592895508
5,6,7371,6754,RL,L5,2.481915,1.745962381362915,1.2769498825073242,2.6146972179,5.290571689605713
5,6,7374,6757,V1,L5,57.28376,28.347156524658203,82.19363403320312,3.9902453423,7.6952314376831055
5,6,7376,6759,V1,L5,10.115530014038086,7.536216259002685,5.909726619720459,2.0528070927,4.674994945526123
5,6,7377,6760,V1,L5,4.450244,2.975270271301269,2.4661874771118164,0.7540697455,8.821065902709961
5,6,7380,6763,V1,L5,107.00688,55.45132446289063,23.18282890319824,18.9425582886,41.05303192138672
5,6,7381,6764,RL,L5,7.2548175,0.6057596206665039,0.2445854991674423,47.7767028809,7.555944442749023
5,6,7382,6765,V1,L5,30.744253,10.789665222167969,24.233665466308597,22.943107605,31.0268611907959
5,6,7383,6766,AL,L5,31.587254,1.3593034744262695,0.6258665919303894,3.4991869926,14.693388938903809
5,6,7385,6768,V1,L5,22.635334,6.547894477844238,4.161905288696289,14.4844779968,8.103053092956543
5,6,7388,6770,V1,L5,33.11009,18.310710906982425,23.810392379760746,11.4677429199,13.24319076538086
5,6,7389,6771,V1,L5,72.42958,5.962786674499512,10.47368049621582,2.3632814884,6.235163688659668
5,6,7391,6773,V1,L5,63.85857,14.77057647705078,14.161402702331545,5.1198678017,27.105772018432617
5,6,7393,6775,V1,L5,23.02393341064453,8.849995613098145,13.19323444366455,3.5917751789,7.107183456420898
5,6,7395,6777,V1,L5,25.823397,17.315427780151367,9.490399360656738,5.2037110329,20.595703125
5,6,7397,6779,AL,L5,29.24208,5.306507587432861,6.649838447570801,2.2205741405,16.628171920776367
5,6,7398,6780,V1,L5,19.841188,2.74104118347168,3.617955207824707,7.7765889168,10.083136558532717
5,6,7400,6781,V1,L5,239.0293,11.883976936340332,15.68411636352539,10.4803609848,20.4179801940918
5,6,7401,6782,V1,L5,66.60954,32.8364372253418,13.221303939819336,22.1011352539,27.762434005737305
5,6,7403,6784,V1,L5,233.13123,86.05147552490234,81.60688781738281,50.8382606506,110.05239868164062
5,6,7405,6786,V1,L5,9.665426,1.217140555381775,3.1092798709869385,1.4536657333,10.711207389831545
5,6,7406,6787,RL,L5,41.82756,12.716108322143556,14.36341953277588,15.6928091049,16.671161651611328
5,6,7409,6789,V1,L5,19.332853,5.347838878631592,7.035677909851074,29.6681804657,15.562413215637209
5,6,7410,6790,AL,L5,5.864626884460449,2.4247913360595703,3.267714500427246,3.8559207916,3.815432548522949
5,6,7412,6792,V1,L5,194.95238,78.50466918945312,71.93780517578125,13.072060585,21.335834503173828
5,6,7415,6794,V1,L5,25.64715,8.235057830810547,7.599673271179199,4.540160656,5.905354499816895
5,6,7417,6795,V1,L5,79.71108,25.725807189941406,12.82571792602539,52.7410430908,20.85191345214844
5,6,7418,6796,V1,L5,27.985275,11.02721881866455,17.650283813476562,11.1652774811,23.04335021972656
5,6,7419,6797,V1,L5,11.598097,3.034740924835205,2.738638401031494,1.1177967787,14.504018783569336
5,6,7420,6798,V1,L5,74.59194946289062,9.227584838867188,9.300582885742188,19.8699398041,29.0185546875
5,6,7423,6799,V1,L5,17.01523,8.948507308959961,6.642117500305176,7.5504627228,12.556059837341309
5,6,7424,6800,V1,L5,2.4813127517700195,3.398567914962769,2.2696704864501958,1.907348752,5.237727642059326
5,6,7425,6801,V1,L5,2.76741361618042,1.2158843278884888,2.716284990310669,3.2181601524,19.96198272705078
5,6,7427,6803,RL,L5,12.085674285888672,1.168848752975464,0.8841127753257751,9.506524086,11.265830993652344
5,6,7428,6804,V1,L5,29.704052,28.50067138671875,18.698301315307617,2.3422458172,59.0948371887207
5,6,7429,6805,RL,L5,4.0487075,5.978670597076416,5.391324996948242,2.709789753,5.86879825592041
5,6,7431,6807,RL,L5,22.513999938964844,17.07547378540039,15.53015422821045,16.5302600861,29.344572067260746
5,6,7432,6808,V1,L5,15.508502,1.495165228843689,1.2379999160766602,23.7609272003,8.069428443908691
5,6,7433,6809,V1,L5,32.93324279785156,25.09139633178711,32.79938125610352,7.5600113869,42.39284133911133
5,6,7434,6810,AL,L5,13.97448,4.637341976165772,1.6460270881652832,16.1466846466,6.74713945388794
5,6,7436,6812,V1,L5,109.48264,38.86992263793945,59.38985824584961,13.0317268372,52.09664535522461
5,6,7437,6813,V1,L5,26.407564,26.003952026367188,17.226850509643555,4.0989289284,15.198785781860352
5,6,7438,6814,V1,L5,28.459412,8.426799774169922,9.22387409210205,16.7409667969,5.727472305297852
5,6,7440,6815,RL,L5,15.420367,0.501777708530426,0.8423107266426086,11.1427316666,7.007227897644043
5,6,7442,6817,V1,L5,13.665769,6.13151741027832,7.863265514373779,3.2022116184,10.209071159362791
5,6,7443,6818,RL,L5,4.0436087,3.622903347015381,4.539683818817139,3.2050158978,5.310064315795898
5,6,7444,6819,RL,L5,141.7412,6.1472249031066895,52.65190124511719,81.2495346069,120.41642761230467
5,6,7445,6820,AL,L5,6.6113567,2.377180814743042,3.24017333984375,3.3247601986,18.55402946472168
5,6,7446,6821,AL,L5,3.9941816,2.853533267974853,4.401686191558838,7.447054863,4.1519060134887695
5,6,7449,6823,V1,L5,8.569576263427734,8.346254348754883,12.163213729858398,4.8167381287,16.221044540405273
5,6,7451,6825,V1,L5,13.651422500610352,3.6599080562591553,3.646974563598633,2.6171584129,25.47798538208008
5,6,7454,6828,V1,L5,8.469013,5.519690990447998,5.843098640441895,6.1215929985,5.903046131134033
5,6,7455,6829,V1,L5,45.771362,23.678564071655277,27.824148178100582,15.1544246674,45.44272994995117
5,6,7456,6830,V1,L5,40.624027,3.7985916137695312,7.7548675537109375,26.4736862183,58.82821273803711
5,6,7460,6833,V1,L5,15.915589,5.010495662689209,9.52367877960205,2.9704515934,4.795456886291504
5,6,7461,6834,V1,L5,4.7238984,1.4348957538604736,3.079486131668091,1.9339821339,6.929974555969238
5,6,7462,6835,V1,L5,32.039772,5.427741050720215,12.754541397094728,3.8964071274,27.64114570617676
5,6,7464,6837,V1,L5,28.1162223815918,12.019309043884276,9.9463472366333,1.330258131,20.76361083984375
5,6,7465,6838,V1,L5,25.340595,14.861915588378906,15.221278190612791,7.295732975,12.550904273986816
5,6,7466,6839,RL,L5,12.649371,4.730388164520264,3.660746097564697,6.5606269836,15.4470796585083
5,6,7468,6841,V1,L5,16.882699966430664,15.880786895751951,16.675020217895508,8.1838159561,34.804325103759766
5,6,7470,6843,V1,L5,1.1093683,1.2418205738067627,1.092622995376587,3.9027342796,8.225835800170898
5,6,7473,6846,V1,L5,106.23416900634766,12.473843574523926,6.703944683074951,46.3664512634,11.64483642578125
5,6,7474,6847,V1,L5,25.188736,9.256961822509766,9.345022201538086,6.1659107208,10.310108184814451
5,6,7475,6848,AL,L5,6.014714241027832,2.6901564598083496,5.181180477142334,3.5867781639,12.695882797241213
5,6,7476,6849,V1,L5,12.690739,8.336141586303711,10.757372856140137,4.4110045433,7.191868782043457
5,6,7479,6852,V1,L5,23.31045,11.571882247924805,5.651339530944824,6.9266004562,16.059114456176758
5,6,7481,6854,V1,L5,13.908151,1.790615200996399,1.740024447441101,3.3862602711,21.29168128967285
5,6,7482,6855,V1,L5,56.68478393554688,7.754968166351318,10.04934787750244,5.5973134041,14.983824729919434
5,6,7485,6858,AL,L5,74.82747,1.5028555393218994,1.1413979530334473,7.9995641708,10.498517990112305
5,6,7487,6860,RL,L5,4.362338,0.6907098889350891,0.8479598164558411,4.2268276215,7.944703578948975
5,6,7489,6862,RL,L5,0.9570207,1.5455832481384275,1.0031321048736572,2.7469398975,8.360797882080078
5,6,7490,6863,V1,L5,4.635317,4.34956693649292,3.543198347091675,2.7820336819,6.462411880493164
5,6,7491,6864,V1,L5,9.625651,5.708855628967285,7.878151893615723,5.0275616646,5.719911575317383
5,6,7492,6865,AL,L5,13.413213,3.1994943618774414,14.367450714111328,6.6163396835,35.97129440307617
5,6,7494,6867,V1,L5,182.3854522705078,10.426102638244627,6.594983577728272,58.538394928,52.89432144165039
5,6,7495,6868,V1,L5,36.885395,10.160914421081545,7.609888076782227,2.0673592091,10.863874435424805
5,6,7496,6869,RL,L5,7.040167,0.4809989631175995,0.8411001563072205,1.2659529448,18.68533706665039
5,6,7498,6871,V1,L5,24.98276329040528,7.271444797515869,16.032306671142578,6.500418663,10.792763710021973
5,6,7499,6872,AL,L5,7.7360225,1.083918571472168,0.601123034954071,8.026553154,9.139599800109863
5,6,7500,6873,V1,L5,22.731087,11.754291534423828,18.085084915161133,5.4742970467,10.140603065490724
5,6,7501,6874,V1,L5,3.419767141342163,4.2876057624816895,3.218057155609131,2.8265957832,17.3165225982666
5,6,7502,6875,RL,L5,3.4791574478149414,3.4649524688720703,3.352347612380981,1.4405550957,13.951481819152832
5,6,7504,6877,V1,L5,10.559195,8.458245277404785,7.074651718139648,2.1718153954,16.220579147338867
5,6,7505,6878,AL,L5,3.9281888,3.578429937362671,2.2037432193756104,7.8679866791,4.587741851806641
5,6,7507,6880,V1,L5,82.318214,3.302531719207764,17.4158935546875,6.9289836884,24.064699172973636
5,6,7508,6881,V1,L5,14.914311408996582,12.321441650390623,7.859312534332275,6.0386633873,18.192750930786133
5,6,7509,6882,V1,L5,58.975372,19.87462043762207,28.93937492370605,5.6096110344,15.665038108825684
5,6,7510,6883,RL,L5,0.61587834,0.6504191756248474,0.4237038493156433,2.8527491093,9.659605026245115
5,6,7512,6885,RL,L5,3.982686996459961,2.9162075519561768,3.633426189422608,2.640509367,12.181475639343262
5,6,7513,6886,V1,L5,25.627967834472656,17.79745101928711,14.942757606506348,4.7090196609,28.637914657592773
5,6,7514,6887,RL,L5,37.138725,18.92147445678711,18.342086791992188,16.7228336334,33.724342346191406
5,6,7515,6888,V1,L5,7.6992993,4.258956432342529,4.914362907409668,1.3896478415,6.988954067230225
5,6,7516,6889,RL,L5,5.5517797,6.138067245483398,6.74793815612793,3.175385952,6.408658504486084
5,6,7517,6890,V1,L5,2.0301433,1.0998287200927734,1.0853115320205688,3.9852113724,13.00256061553955
5,6,7518,6891,V1,L5,14.816861,0.957684338092804,0.8019422292709351,1.4682092667,10.181838035583496
5,6,7519,6892,V1,L5,9.506822,6.825075149536133,9.001822471618652,2.1390674114,11.988482475280762
5,6,7520,6893,V1,L5,13.01295280456543,7.335729598999023,11.732261657714844,2.4086818695,12.945279121398926
5,6,7521,6894,V1,L5,32.980007,16.983917236328125,56.53444290161133,5.7774643898,39.84611511230469
5,6,7522,6895,V1,L5,2.9046152,2.558873414993286,1.9023988246917725,2.5979514122,10.467277526855469
5,6,7524,6897,RL,L5,6.964397,0.9186179637908936,0.7628253698348999,4.8668045998,4.53236722946167
5,6,7526,6899,V1,L5,49.247578,20.017820358276367,52.411651611328125,3.9420194626,31.772214889526367
5,6,7529,6902,RL,L5,4.840288,2.0838615894317627,1.6321234703063965,5.6256780624,2.6701014041900635
5,6,7530,6903,RL,L5,4.965081,2.008722305297852,1.0824567079544067,5.7342653275,5.999099254608154
5,6,7531,6904,V1,L5,13.35334,17.060949325561523,8.8529052734375,2.2454018593,23.264116287231445
5,6,7532,6905,V1,L5,5.3710613,3.572163343429565,4.283230781555176,7.2508397102,8.505254745483398
5,6,7533,6906,RL,L5,5.983246,1.265575289726257,0.3314706683158874,10.9131765366,14.340180397033691
5,6,7534,6907,RL,L5,26.23208999633789,1.0316234827041626,0.6841787099838257,33.2791862488,5.870229721069336
5,6,7536,6908,AL,L5,5.18146,1.548912525177002,2.092481136322021,2.0054860115,6.313295364379883
5,6,7537,6909,V1,L5,10.985324,5.968197822570801,8.489073753356934,4.0309143066,14.960440635681152
5,6,7540,6911,V1,L5,7.858693,7.158036708831787,11.76461696624756,3.0779147148,9.761865615844728
5,6,7541,6912,V1,L5,33.716305,18.94815826416016,16.08098602294922,2.7629153728,8.404607772827148
5,6,7543,6914,RL,L5,2.953147649765014,1.3184508085250854,1.079179286956787,5.8033289909,9.750799179077148
5,6,7545,6916,RL,L5,4.244403,4.799902439117432,3.278470754623413,1.2170035839,5.913583755493164
5,6,7546,6917,RL,L5,7.175089,3.096364498138428,3.39491605758667,2.4574768543,10.735095977783203
5,6,7547,6918,V1,L5,19.997005,7.806272506713867,8.044973373413086,7.1869373322,12.408673286437988
5,6,7549,6920,V1,L5,120.10656,59.1890869140625,48.11861801147461,9.4390926361,8.682125091552734
5,6,7550,6921,V1,L5,57.251755,10.505908966064451,6.118108749389648,35.9655189514,18.137901306152344
5,6,7553,6924,RL,L5,26.995516,0.3369826078414917,0.5246328115463257,14.9002933502,20.71098899841309
5,6,7555,6926,V1,L5,3.0480165,2.3740875720977783,1.762474775314331,2.6459217072,15.531006813049316
5,6,7557,6928,AL,L5,12.734884,3.835319757461548,2.5704445838928223,22.5304374695,5.1732258796691895
5,6,7558,6929,V1,L5,26.4734,4.628968238830566,9.22695541381836,5.6788897514,5.309506416320801
5,6,7559,6930,V1,L5,6.4817877,1.672631025314331,1.959858536720276,1.0503592491,14.543527603149414
5,6,7562,6933,V1,L5,7.301096,3.309638977050781,2.3881425857543945,2.7087638378,11.818477630615234
5,6,7563,6934,V1,L5,80.966385,46.44978332519531,87.07742309570312,5.4381666183,66.70064544677734
5,6,7565,6935,AL,L5,2.7636513710021973,1.6165437698364258,1.4289560317993164,6.8622517586,6.896805286407471
5,6,7566,6936,V1,L5,13.097459,11.940228462219238,14.140109062194824,2.8296086788,6.733299732208252
5,6,7567,6937,AL,L5,28.362303,2.9288179874420166,6.302999496459961,5.5850434303,6.107011795043945
5,6,7569,6939,V1,L5,14.638071,14.723280906677246,20.43069267272949,5.756670475,21.57704162597656
5,6,7570,6940,V1,L5,4.895828,6.666997909545898,4.7309770584106445,1.9371600151,6.044501781463623
5,6,7571,6941,V1,L5,6.3139057,10.465598106384276,12.50893783569336,3.9312887192,10.425715446472168
5,6,7572,6942,RL,L5,2.7214115,0.8123514652252197,1.2940863370895386,2.6706116199,5.538562774658203
5,6,7574,6944,V1,L5,17.613997,6.501688003540039,6.529167652130127,10.1696243286,15.245798110961914
5,6,7575,6945,RL,L5,0.31955793,1.075387477874756,0.3496964275836944,3.6308825016,4.580698490142822
5,6,7576,6946,V1,L5,12.34191,7.502730846405029,7.976832866668701,7.9840068817,3.792752742767334
5,6,7577,6947,V1,L5,16.535614,6.799600601196289,5.188101291656494,5.4281907082,7.268110275268555
5,6,7578,6948,AL,L5,2.0368705,0.9275746941566468,0.9590031504631042,2.5695059299,8.238043785095215
5,6,7581,6950,AL,L5,21.851343,1.3466356992721558,1.2078064680099487,2.6140062809,7.524813652038574
5,6,7583,6952,V1,L5,18.795082,6.702054977416992,8.842768669128418,18.348482132,8.333427429199219
5,6,7584,6953,AL,L5,7.716178,2.125338077545166,2.0346405506134038,6.0142865181,7.432821750640869
5,6,7585,6954,RL,L5,15.165276,5.328229904174805,6.097813129425049,2.8642239571,7.299135684967041
5,6,7586,6955,V1,L5,39.82627,11.569061279296877,13.461993217468262,3.8997302055,13.927685737609863
5,6,7587,6956,V1,L5,25.51194,11.614733695983888,22.8702449798584,6.8547325134,15.586077690124512
5,6,7589,6957,V1,L5,137.29364,33.0915412902832,48.06563568115234,15.7767820358,22.372880935668945
5,6,7590,6958,V1,L5,9.709195,10.004337310791016,7.19692325592041,4.0822234154,10.800196647644045
5,6,7592,6960,V1,L5,4.6931944,4.022062301635742,3.798984050750733,1.6921061277,3.8705899715423584
5,6,7593,6961,V1,L5,72.909004,24.0838623046875,14.657098770141602,16.4521331787,11.107508659362791
5,6,7596,6964,V1,L5,16.879494,7.287389755249023,7.808649063110352,5.1745238304,10.934731483459473
5,6,7598,6965,V1,L5,25.161518,8.346264839172363,10.176861763000488,7.3986701965,6.847248077392578
5,6,7599,6966,V1,L5,18.46379280090332,6.470760345458984,3.354369163513184,8.4154195786,5.472790718078613
5,6,7600,6967,V1,L5,3.4354408,4.011197566986084,2.4806761741638184,1.5713101625,14.110486030578612
5,6,7602,6968,V1,L5,14.276559829711914,3.605257987976074,2.307685613632202,1.4244859219,12.408740043640137
5,6,7603,6969,V1,L5,7.9930205,3.351961135864258,3.668701410293579,1.7737133503,7.620053768157959
5,6,7605,6971,RL,L5,2.7552361,1.7684684991836548,1.7315611839294434,2.1405036449,3.224261999130249
5,6,7612,6976,AL,L5,102.18536,16.692964553833008,12.536516189575195,7.0833702087,38.825958251953125
5,6,7616,6979,V1,L5,118.61918,19.82089614868164,24.08771324157715,9.2256813049,18.517000198364254
5,6,7617,6980,V1,L5,3.7885196208953857,4.836228847503662,6.954808235168457,2.4176409245,11.141785621643066
5,6,7620,6983,RL,L5,9.178037,3.1011199951171875,2.543578147888184,3.8086328506,7.183543682098389
5,6,7621,6984,V1,L5,10.179613,5.778461456298828,11.853985786437988,4.5594267845,4.916067123413086
5,6,7622,6985,V1,L5,4.5876894,5.945338249206543,6.67223072052002,6.8324542046,14.026899337768556
5,6,7623,6986,V1,L5,20.619776,15.017943382263184,14.23294162750244,4.0472002029,8.037454605102539
5,6,7625,6988,V1,L5,23.024372,3.0396196842193604,3.2391433715820312,3.9454572201,6.994122505187988
5,6,7626,6989,RL,L5,3.920584201812744,2.3992319107055664,2.0974197387695312,3.1257038116,2.319521427154541
5,6,7627,6990,RL,L5,13.029161,3.8689627647399902,3.721447944641113,2.8226778507,7.098363876342773
5,6,7629,6992,AL,L5,15.45803,2.4017229080200195,2.208648920059204,3.9345748425,4.002922058105469
5,6,7630,6993,RL,L5,7.5977173,4.424222946166992,4.639423370361328,2.9462931156,5.842238903045654
5,6,7632,6994,RL,L5,2.6109607219696045,2.0335071086883545,1.7428473234176636,6.874209404,7.338542938232422
5,6,7634,6996,RL,L5,1.8580176,2.0468616485595703,1.6533972024917605,2.7219662666,2.080415725708008
5,6,7638,6998,V1,L5,23.797508,37.030460357666016,28.94549369812012,5.5766544342,15.910112380981444
5,6,7641,7001,RL,L5,12.551556,2.199909210205078,1.4976834058761597,11.4953384399,5.386765956878662
5,6,7643,7002,RL,L5,10.010191917419434,5.313995838165283,6.816536903381348,9.5303249359,12.888134002685549
5,6,7644,7003,V1,L5,3.3157647,2.375373125076294,2.379945755004883,1.2611070871,4.179821014404297
5,6,7647,7005,RL,L5,16.163492,3.419638156890869,3.230584144592285,5.7948212624,5.933966636657715
5,6,7649,7007,RL,L5,32.059727,11.83705711364746,7.5302042961120605,4.0086050034,14.475608825683594
5,6,7651,7009,RL,L5,6.734228,4.486743450164795,4.902769565582275,9.1302709579,12.448177337646484
5,6,7653,7010,RL,L5,1.5989966,1.8009085655212402,1.436806082725525,4.7773842812,2.9562692642211914
5,6,7654,7011,V1,L5,50.55026,13.040362358093262,20.913469314575195,4.1711258888,14.352953910827637
5,6,7655,7012,V1,L5,8.859837,3.644005537033081,3.03113317489624,3.0941894054,5.480254650115967
5,6,7657,7013,V1,L5,11.247036,1.5644978284835815,3.0794262886047363,3.0648028851,4.817831039428711
5,6,7659,7015,V1,L5,21.873268,9.402043342590332,11.977398872375488,3.8473310471,11.157546043395996
5,6,7660,7016,V1,L5,28.090317,4.521352291107178,4.660618305206299,1.5532162189,20.30126190185547
5,6,8556,7901,AL,L5,11.269337,1.0114831924438477,1.8223555088043213,3.8267080784,8.480502128601074
5,6,8561,7906,AL,L5,14.769715,1.4976757764816284,1.591494917869568,9.3172569275,8.02428913116455
5,6,8587,7932,RL,L5,34.877724,2.2383737564086914,2.389103651046753,2.9890496731,9.830391883850098
5,6,8601,7946,RL,L5,1.2050654,0.405709832906723,0.3514182567596435,3.7319889069,5.811018466949463
5,6,8606,7951,RL,L5,105.62835,1.7526015043258667,8.88610553741455,1.5970375538,14.78093147277832
5,6,8618,7963,LM,L5,17.155212,3.0388967990875244,3.8347439765930176,5.8782944679,10.02242946624756
5,6,8628,7973,RL,L5,62.616222,1.0006145238876345,1.4535751342773438,21.473241806,7.877954483032227
5,6,8682,8027,V1,L5,15.26845,3.981204271316528,2.6520254611968994,2.7816021442,8.328051567077637
5,6,8729,8074,V1,L5,29.037664,3.7079827785491934,5.588328361511231,10.3081693649,12.333704948425291
5,6,8731,8076,V1,L5,9.959484,3.965497970581055,6.477763652801514,3.048609972,16.93646812438965
5,6,8739,8084,V1,L5,37.32213,9.811664581298828,22.05023956298828,8.6977005005,9.87671184539795
5,6,8746,8091,V1,L5,35.493954,15.184298515319824,22.86180686950684,8.831536293,48.73979949951172
5,6,8747,8092,V1,L5,54.87163925170898,18.348133087158203,45.744140625,20.631401062,55.287628173828125
5,6,8769,8114,V1,L5,3.570103168487549,4.017950057983398,6.486344814300537,2.5892057419,7.992093563079834
5,6,8800,8145,V1,L5,4.896596,2.193014621734619,3.18653416633606,5.8395013809,12.755763053894045
5,6,8870,8215,V1,L5,24.827618,9.081062316894531,9.280594825744627,9.2387170792,13.71554183959961
5,6,8898,8243,V1,L5,6.487241744995117,1.327003002166748,2.610083818435669,2.155602932,12.00460720062256
5,6,8939,8280,V1,L5,19.116693,19.358396530151367,11.297502517700195,11.4830617905,18.537818908691406
5,6,8940,8281,V1,L5,13.731861,2.700751543045044,4.072274684906006,3.2351651192,7.039492130279541
5,6,8972,8313,V1,L5,45.36916,5.005023956298828,11.101563453674316,3.9662930965,21.5050106048584
5,6,8982,8322,RL,L5,63.683013916015625,1.9331134557724,6.537850379943848,10.3075351715,8.247760772705078
5,6,9068,8407,V1,L5,37.3834,4.561583042144775,9.541812896728516,5.7894248962,16.94961929321289
5,6,9093,8432,RL,L5,3.883786,1.1920371055603027,1.2255206108093262,1.5890052319,3.989081382751465
5,6,9100,8439,V1,L5,12.903141975402832,10.161532402038574,15.697845458984377,4.7311143875,28.188610076904297
5,6,9117,8456,V1,L5,9.306916,8.108768463134766,7.124191284179688,2.7187731266,28.013996124267575
5,6,9121,8459,V1,L5,7.902071952819824,2.5132648944854736,1.300524115562439,3.6713325977,13.53243637084961
5,6,9137,8475,RL,L5,7.6282983,0.7558643817901611,0.5850347280502319,8.1605100632,7.440972805023193
5,6,9139,8477,V1,L5,12.163828,3.111978530883789,5.743075370788574,3.4003102779,6.627966403961182
5,6,9142,8480,AL,L5,13.900327,0.8198354840278625,1.9549044370651243,9.5198421478,5.906567573547363
5,6,9161,8498,V1,L5,9.628923,3.498384714126587,7.603707313537598,3.3223388195,8.494904518127441
5,6,9164,8501,AL,L5,10.327035,0.8193259239196777,1.366705060005188,4.0035524368,4.800652980804443
5,6,9171,8508,V1,L5,10.185791,4.116579055786133,3.172891139984131,3.8986184597,6.658215522766113
5,6,9176,8513,RL,L5,12.005066,3.4224672317504883,5.555251598358154,9.8860549927,8.392012596130371
5,6,9189,8526,AL,L5,15.6115675,0.8233980536460876,3.025697708129883,4.3033390045,4.966362476348877
5,6,9197,8534,V1,L5,20.43809,4.00131368637085,5.518986225128174,2.6630601883,5.5845465660095215
5,6,9200,8537,V1,L5,7.680589,2.782958745956421,4.163943290710449,2.1752548218,24.893592834472656
5,6,9215,8552,AL,L5,136.37384,2.639824628829956,4.495625972747803,20.7919464111,9.486565589904783
5,6,9223,8560,V1,L5,18.35138511657715,12.123492240905762,10.89991569519043,4.0353393555,11.778533935546877
5,6,9229,8566,V1,L5,7.082569,2.976085901260376,3.019980192184448,2.5370693207,5.512333393096924
5,6,9234,8571,AL,L5,7.111199378967285,0.7561138272285461,0.8564183115959167,1.7754189968,6.860304355621338
5,6,9242,8579,AL,L5,6.8435073,3.6406774520874015,1.9684410095214844,4.8983235359,6.9565749168396
5,6,9254,8591,LM,L5,11.671384,4.153074264526367,4.421594619750977,3.3209738731,5.288327217102051
5,7,909,840,V1,L23,4.853835582733154,2.578291654586792,3.818880081176758,2.3954055309,5.304897308349609
5,7,1306,1217,AL,L23,19.404242,2.534830093383789,2.555404663085937,2.3214378357,2.2280304431915283
5,7,1316,1221,AL,L23,18.06524,2.658090829849243,2.9752259254455566,3.7970385551,5.917579174041748
5,7,1317,1222,AL,L23,11.156319,1.955337643623352,1.3914729356765747,3.2834963799,1.9148166179656985
5,7,1318,1223,AL,L23,69.62445,3.669268846511841,6.088101863861084,1.8259044886,3.499248743057251
5,7,1321,1225,AL,L23,16.634487,4.513847827911377,4.209218978881836,2.7168667316,5.683221817016602
5,7,1324,1227,AL,L23,12.968273,1.481367588043213,2.421868324279785,2.9730424881,2.5911006927490234
5,7,1328,1230,AL,L23,3.945794,1.7094929218292236,1.7200076580047607,3.2795119286,1.732426643371582
