session,scan_idx,unit_id,readout_id,start_frame,end_frame
4,7,884,715,55576,55635
4,7,886,716,37440,37499
4,7,888,717,50212,50271
4,7,889,718,11251,11310
4,7,890,719,32886,32945
4,7,893,722,55562,55621
4,7,894,723,11463,11522
4,7,895,724,10068,10127
4,7,896,725,2524,2583
4,7,897,726,15623,15682
4,7,898,727,44302,44361
4,7,899,728,54984,55043
4,7,901,730,43570,43629
4,7,902,731,65569,65628
4,7,903,732,1621,1680
4,7,904,733,30376,30435
4,7,905,734,6790,6849
4,7,907,736,20612,20671
4,7,909,738,72343,72402
4,7,912,740,71475,71534
4,7,913,741,15049,15108
4,7,914,742,28806,28865
4,7,915,743,55506,55565
4,7,919,747,31584,31643
4,7,921,749,62310,62369
4,7,925,752,35317,35376
4,7,926,753,5858,5917
4,7,927,754,15035,15094
4,7,928,755,38538,38597
4,7,929,756,27902,27961
4,7,931,757,2640,2699
4,7,932,758,26037,26096
4,7,933,759,55522,55581
4,7,934,760,39900,39959
4,7,936,761,7800,7859
4,7,937,762,53260,53319
4,7,938,763,49999,50058
4,7,940,764,14458,14517
4,7,941,765,15905,15964
4,7,942,766,42762,42821
4,7,943,767,56845,56904
4,7,945,769,61102,61161
4,7,947,770,56845,56904
4,7,948,771,71475,71534
4,7,950,773,37417,37476
4,7,951,774,35316,35375
4,7,952,775,2315,2374
4,7,953,776,13307,13366
4,7,955,778,56770,56829
4,7,956,779,26019,26078
4,7,959,782,11295,11354
4,7,960,783,55506,55565
4,7,962,785,62340,62399
4,7,964,787,70440,70499
4,7,965,788,5847,5906
4,7,968,791,23268,23327
4,7,969,792,24467,24526
4,7,970,793,62191,62250
4,7,973,795,58140,58199
4,7,974,796,32637,32696
4,7,979,799,15617,15676
4,7,980,800,10121,10180
4,7,982,802,28702,28761
4,7,983,803,70625,70684
4,7,985,805,62340,62399
4,7,986,806,17640,17699
4,7,987,807,37440,37499
4,7,990,810,23279,23338
4,7,992,812,14421,14480
4,7,993,813,42032,42091
4,7,994,814,28724,28783
4,7,996,816,69688,69747
4,7,998,818,37329,37388
4,7,999,819,28740,28799
4,7,1002,821,30175,30234
4,7,1003,822,68160,68219
4,7,1004,823,70440,70499
4,7,1005,824,11629,11688
4,7,1006,825,71921,71980
4,7,1007,826,50180,50239
4,7,1009,828,10067,10126
4,7,1011,830,37409,37468
4,7,1012,831,24076,24135
4,7,1013,832,29823,29882
4,7,1014,833,11784,11843
4,7,1016,835,6836,6895
4,7,1019,837,21951,22010
4,7,1020,838,2317,2376
4,7,1021,839,37611,37670
4,7,1023,840,10071,10130
4,7,1029,842,42731,42790
4,7,1030,843,19394,19453
4,7,1031,844,6379,6438
4,7,1033,846,3540,3599
4,7,1035,847,41040,41099
4,7,1036,848,3540,3599
4,7,1037,849,34995,35054
4,7,1042,852,17640,17699
4,7,1044,853,12540,12599
4,7,1048,856,45344,45403
4,7,1050,858,69677,69736
4,7,1051,859,7881,7940
4,7,1052,860,11298,11357
4,7,1053,861,34033,34092
4,7,1054,862,68040,68099
4,7,1060,867,34282,34341
4,7,1061,868,34845,34904
4,7,1062,869,70397,70456
4,7,1064,870,34282,34341
4,7,1065,871,58112,58171
4,7,1066,872,50235,50294
4,7,1067,873,70401,70460
4,7,1069,874,32895,32954
4,7,1070,875,50100,50159
4,7,1071,876,31533,31592
4,7,1072,877,8837,8896
4,7,1073,878,6786,6845
4,7,1074,879,65572,65631
4,7,1075,880,58907,58966
4,7,1078,882,23801,23860
4,7,1079,883,42173,42232
4,7,1081,885,50591,50650
4,7,1093,889,10556,10615
4,7,2552,2218,660,719
4,7,2553,2219,59620,59679
4,7,2564,2225,2749,2808
4,7,2566,2226,12732,12791
4,7,2570,2227,26217,26276
4,7,2572,2229,69473,69532
4,7,2573,2230,5100,5159
4,7,2574,2231,73575,73634
4,7,2578,2234,66902,66961
4,7,2582,2237,60498,60557
