session,scan_idx,unit_id,readout_id,start_frame,end_frame
6,2,2223,2043,54339,54398
6,2,2224,2044,32640,32699
6,2,2225,2045,17936,17995
6,2,2227,2047,42481,42540
6,2,2228,2048,54910,54969
6,2,2229,2049,43564,43623
6,2,2230,2050,25944,26003
6,2,2233,2053,13970,14029
6,2,2235,2055,23801,23860
6,2,2239,2059,66816,66875
6,2,2240,2060,36606,36665
6,2,2241,2061,73968,74027
6,2,2247,2066,12906,12965
6,2,2249,2068,46344,46403
6,2,2250,2069,23158,23217
6,2,2251,2070,40054,40113
6,2,2252,2071,65569,65628
6,2,2253,2072,61627,61686
6,2,2254,2073,58605,58664
6,2,2256,2075,34002,34061
6,2,2257,2076,52624,52683
6,2,2259,2078,14461,14520
6,2,2260,2079,22230,22289
6,2,2261,2080,14425,14484
6,2,2264,2083,70313,70372
6,2,2266,2085,33925,33984
6,2,2267,2086,7892,7951
6,2,2268,2087,3054,3113
6,2,2269,2088,33141,33200
6,2,2273,2092,50477,50536
6,2,2274,2093,29040,29099
6,2,2276,2095,14799,14858
6,2,2277,2096,39908,39967
6,2,2279,2098,10140,10199
6,2,2281,2100,19892,19951
6,2,2282,2101,46377,46436
6,2,2283,2102,43574,43633
6,2,2285,2104,69088,69147
6,2,2286,2105,55348,55407
6,2,2288,2107,50242,50301
6,2,2290,2109,9361,9420
6,2,2291,2110,20640,20699
6,2,2296,2115,59544,59603
6,2,2297,2116,3399,3458
6,2,2301,2120,58580,58639
6,2,2303,2122,16544,16603
6,2,2306,2125,37386,37445
6,2,2309,2128,48033,48092
6,2,2310,2129,54322,54381
6,2,2314,2133,58440,58499
6,2,2317,2136,46053,46112
6,2,2320,2139,531,590
6,2,2323,2142,8040,8099
6,2,2324,2143,9903,9962
6,2,2326,2145,17443,17502
6,2,2327,2146,16638,16697
6,2,2328,2147,31688,31747
6,2,2331,2149,32700,32759
6,2,2333,2150,19571,19630
6,2,2336,2152,2640,2699
6,2,2338,2154,32299,32358
6,2,2340,2156,69080,69139
6,2,2341,2157,60147,60206
6,2,2342,2158,39931,39990
6,2,2343,2159,4239,4298
6,2,2344,2160,5850,5909
6,2,2346,2161,47640,47699
6,2,2348,2163,73800,73859
6,2,2351,2166,58821,58880
6,2,2356,2170,7735,7794
6,2,2357,2171,45345,45404
6,2,2358,2172,22357,22416
6,2,2360,2174,53764,53823
6,2,2365,2179,64440,64499
6,2,2369,2183,5863,5922
6,2,2371,2185,13803,13862
6,2,2375,2189,18164,18223
6,2,2376,2190,37410,37469
6,2,2377,2191,25921,25980
6,2,2381,2195,50402,50461
6,2,2386,2200,70279,70338
6,2,2391,2204,72070,72129
6,2,2393,2206,40241,40300
6,2,2394,2207,42633,42692
6,2,2396,2209,54,113
6,2,2398,2210,73097,73156
6,2,2400,2211,7806,7865
6,2,2401,2212,6442,6501
6,2,2402,2213,42510,42569
6,2,2404,2215,3609,3668
6,2,2408,2219,16902,16961
6,2,2409,2220,29035,29094
6,2,2410,2221,32221,32280
6,2,2412,2223,63002,63061
6,2,2413,2224,30447,30506
6,2,2416,2226,13888,13947
6,2,2417,2227,29033,29092
6,2,2418,2228,54797,54856
6,2,2420,2229,18501,18560
6,2,2422,2231,16025,16084
6,2,2424,2233,69163,69222
6,2,2426,2234,71640,71699
6,2,2428,2236,50404,50463
6,2,2429,2237,29744,29803
6,2,2430,2238,42540,42599
6,2,2431,2239,62311,62370
6,2,2435,2242,9659,9718
6,2,2438,2244,14463,14522
6,2,2439,2245,17305,17364
6,2,2443,2248,48031,48090
6,2,2444,2249,5841,5900
6,2,2446,2251,15722,15781
6,2,2447,2252,1433,1492
6,2,2449,2253,33643,33702
6,2,2451,2254,62100,62159
6,2,2453,2256,58951,59010
6,2,2454,2257,46352,46411
6,2,2455,2258,33837,33896
6,2,2458,2261,70685,70744
6,2,2463,2266,50177,50236
6,2,2465,2268,15665,15724
6,2,2466,2269,11609,11668
6,2,2469,2270,36822,36881
6,2,2473,2273,22440,22499
6,2,2474,2274,40933,40992
6,2,2476,2276,53156,53215
6,2,2478,2278,55203,55262
6,2,2479,2279,53631,53690
6,2,2482,2281,65820,65879
6,2,2483,2282,68812,68871
6,2,2484,2283,31358,31417
6,2,2485,2284,11705,11764
6,2,2487,2286,25046,25105
6,2,2488,2287,39978,40037
6,2,2490,2289,37363,37422
6,2,2491,2290,42764,42823
6,2,2493,2292,70118,70177
6,2,2500,2297,58803,58862
6,2,2501,2298,56640,56699
6,2,2503,2299,52440,52499
6,2,2508,2302,70268,70327
6,2,2509,2303,69237,69296
6,2,2511,2305,40369,40428
6,2,2513,2306,55411,55470
6,2,2516,2309,58648,58707
6,2,2522,2314,50588,50647
6,2,3995,3685,5636,5695
6,2,4000,3688,40935,40994
6,2,4002,3690,31602,31661
6,2,4003,3691,12744,12803
6,2,4012,3694,54421,54480
6,2,4014,3696,22372,22431
6,2,4015,3697,42179,42238
6,2,4017,3699,39473,39532
6,2,4020,3702,31568,31627
6,2,4021,3703,46634,46693
6,2,4022,3704,12729,12788
6,2,4023,3705,31603,31662
6,2,4026,3707,60051,60110
6,2,4029,3709,22337,22396
6,2,4030,3710,17223,17282
6,2,4031,3711,29766,29825
6,2,4035,3713,31583,31642
6,2,4036,3714,31569,31628
6,2,4039,3717,4884,4943
6,2,4040,3718,40813,40872
6,2,4041,3719,43889,43948
6,2,4043,3721,43920,43979
6,2,4046,3723,53455,53514
6,2,4047,3724,603,662
6,2,4051,3728,40215,40274
6,2,4055,3732,32640,32699
6,2,4058,3734,12749,12808
6,2,4059,3735,31589,31648
6,2,4065,3739,55740,55799
6,2,4066,3740,24058,24117
6,2,4067,3741,53512,53571
6,2,4068,3742,13207,13266
6,2,4069,3743,11635,11694
6,2,4070,3744,69091,69150
6,2,4071,3745,27953,28012
6,2,4072,3746,71755,71814
6,2,4074,3748,60651,60710
6,2,4078,3751,31589,31648
6,2,4080,3752,31604,31663
6,2,4081,3753,17305,17364
6,2,4083,3755,42054,42113
6,2,4086,3758,17446,17505
6,2,4087,3759,57926,57985
6,2,4088,3760,17464,17523
6,2,4089,3761,73079,73138
6,2,4090,3762,7600,7659
6,2,4091,3763,17456,17515
6,2,4092,3764,63975,64034
6,2,4093,3765,55740,55799
6,2,4094,3766,69240,69299
6,2,4097,3769,67643,67702
6,2,4101,3773,14640,14699
6,2,4103,3774,67553,67612
6,2,4106,3777,17830,17889
6,2,4108,3779,30144,30203
6,2,4111,3781,30145,30204
6,2,4120,3790,53425,53484
6,2,4122,3792,55530,55589
6,2,4123,3793,66415,66474
6,2,4124,3794,64530,64589
6,2,4125,3795,36795,36854
6,2,4126,3796,11040,11099
6,2,4127,3797,67925,67984
6,2,4128,3798,10522,10581
6,2,4129,3799,56340,56399
6,2,4130,3800,65411,65470
6,2,4133,3803,30143,30202
6,2,4136,3805,30147,30206
6,2,4137,3806,29749,29808
6,2,4141,3810,50495,50554
6,2,4142,3811,41827,41886
6,2,4148,3817,6903,6962
6,2,4149,3818,30228,30287
6,2,4150,3819,51371,51430
6,2,4151,3820,71429,71488
6,2,4152,3821,9369,9428
6,2,4154,3823,55740,55799
6,2,4155,3824,67972,68031
6,2,4157,3826,38895,38954
6,2,4159,3828,23338,23397
6,2,4161,3829,46379,46438
6,2,4162,3830,64243,64302
6,2,4163,3831,13216,13275
6,2,4164,3832,12644,12703
6,2,4165,3833,19695,19754
6,2,4172,3840,54068,54127
6,2,4174,3842,19801,19860
6,2,4175,3843,53474,53533
6,2,4176,3844,6902,6961
6,2,4177,3845,51318,51377
6,2,4178,3846,52740,52799
6,2,4180,3847,38891,38950
6,2,4181,3848,62336,62395
6,2,4182,3849,51491,51550
6,2,4183,3850,53740,53799
6,2,4185,3852,31545,31604
6,2,4188,3855,31655,31714
6,2,4190,3857,42216,42275
6,2,4191,3858,74632,74691
6,2,4192,3859,25696,25755
6,2,4200,3867,55440,55499
6,2,4201,3868,8135,8194
6,2,4202,3869,30169,30228
6,2,4205,3872,44022,44081
6,2,4207,3874,24212,24271
6,2,4208,3875,56340,56399
6,2,4209,3876,59628,59687
6,2,4212,3879,72000,72059
6,2,4213,3880,26338,26397
6,2,4214,3881,55614,55673
6,2,4215,3882,61578,61637
6,2,4216,3883,28233,28292
6,2,4217,3884,17307,17366
6,2,4219,3886,17313,17372
6,2,4225,3890,48724,48783
6,2,4228,3893,66600,66659
6,2,4229,3894,5898,5957
6,2,4231,3896,30317,30376
6,2,4232,3897,7619,7678
6,2,4233,3898,32596,32655
6,2,4234,3899,56336,56395
6,2,4236,3901,6147,6206
6,2,4237,3902,3393,3452
6,2,4238,3903,56104,56163
6,2,4239,3904,56105,56164
6,2,4240,3905,58880,58939
6,2,4242,3907,3240,3299
6,2,4243,3908,15730,15789
6,2,4244,3909,65824,65883
6,2,4246,3911,1098,1157
6,2,4247,3912,39968,40027
6,2,4248,3913,23143,23202
6,2,4256,3920,32100,32159
6,2,4257,3921,21950,22009
6,2,4259,3923,50137,50196
6,2,4260,3924,57522,57581
6,2,4261,3925,30435,30494
6,2,4263,3927,37407,37466
6,2,4264,3928,3398,3457
6,2,4266,3930,64974,65033
6,2,4268,3932,21535,21594
6,2,4269,3933,28313,28372
6,2,4270,3934,32889,32948
6,2,4272,3936,56110,56169
6,2,4273,3937,15712,15771
6,2,4274,3938,59340,59399
6,2,4275,3939,51616,51675
6,2,4277,3941,30113,30172
6,2,4282,3945,40809,40868
6,2,4283,3946,51380,51439
6,2,4289,3951,27302,27361
6,2,4290,3952,20545,20604
6,2,4292,3954,48355,48414
6,2,4293,3955,9231,9290
6,2,4294,3956,9608,9667
6,2,4296,3958,55331,55390
6,2,4297,3959,60840,60899
6,2,4298,3960,36151,36210
6,2,4300,3962,53260,53319
6,2,4301,3963,67542,67601
6,2,4302,3964,4206,4265
6,2,4303,3965,52321,52380
6,2,4307,3969,12904,12963
6,2,4309,3971,45472,45531
6,2,4310,3972,31586,31645
6,2,4312,3974,43804,43863
6,2,4313,3975,64837,64896
6,2,4320,3982,6902,6961
6,2,4321,3983,58098,58157
6,2,4322,3984,14558,14617
6,2,4323,3985,56852,56911
6,2,4324,3986,57526,57585
6,2,4325,3987,50502,50561
6,2,4326,3988,57519,57578
6,2,4327,3989,7011,7070
6,2,4328,3990,24818,24877
6,2,4329,3991,23100,23159
6,2,4330,3992,1440,1499
6,2,4331,3993,42706,42765
6,2,4332,3994,73342,73401
6,2,4333,3995,11244,11303
6,2,4334,3996,12450,12509
6,2,4338,3999,28217,28276
6,2,4341,4001,73008,73067
6,2,4342,4002,28512,28571
6,2,4343,4003,40889,40948
6,2,4347,4007,5427,5486
6,2,4350,4009,7737,7796
6,2,4351,4010,23928,23987
6,2,4355,4013,7811,7870
6,2,4356,4014,19538,19597
6,2,4357,4015,60465,60524
6,2,4358,4016,21508,21567
6,2,4359,4017,33143,33202
6,2,4364,4022,66708,66767
6,2,4366,4024,72693,72752
6,2,4368,4026,191,250
6,2,4370,4028,32706,32765
6,2,4371,4029,71103,71162
6,2,4372,4030,11632,11691
6,2,4374,4032,43596,43655
6,2,4375,4033,65872,65931
6,2,4376,4034,10020,10079
6,2,4381,4039,37661,37720
6,2,4384,4042,58079,58138
6,2,4385,4043,50311,50370
6,2,4387,4044,58140,58199
6,2,4388,4045,18162,18221
6,2,4389,4046,10016,10075
6,2,4390,4047,58871,58930
6,2,4392,4049,65040,65099
6,2,4393,4050,59541,59600
6,2,4394,4051,71821,71880
6,2,4395,4052,13937,13996
6,2,4397,4053,52581,52640
6,2,4398,4054,17501,17560
6,2,4399,4055,10807,10866
6,2,4400,4056,58834,58893
6,2,4401,4057,7285,7344
6,2,4403,4059,61965,62024
6,2,4404,4060,64993,65052
6,2,4411,4066,35203,35262
6,2,4417,4071,61082,61141
6,2,4422,4076,16637,16696
6,2,4425,4079,1391,1450
6,2,4426,4080,50588,50647
6,2,4427,4081,49338,49397
6,2,4428,4082,30313,30372
6,2,4429,4083,57489,57548
6,2,4434,4088,61317,61376
6,2,4435,4089,57491,57550
6,2,4436,4090,72346,72405
6,2,4441,4094,70440,70499
6,2,4442,4095,20155,20214
6,2,4443,4096,36999,37058
6,2,4444,4097,48219,48278
6,2,4446,4099,3805,3864
6,2,4447,4100,50203,50262
6,2,4448,4101,3540,3599
6,2,4449,4102,7672,7731
6,2,4450,4103,11758,11817
6,2,4451,4104,63639,63698
6,2,4452,4105,65594,65653
6,2,4453,4106,31304,31363
6,2,4455,4108,11475,11534
6,2,4457,4110,324,383
6,2,4458,4111,17556,17615
6,2,4461,4114,70303,70362
6,2,4462,4115,13803,13862
6,2,4464,4117,58659,58718
6,2,4465,4118,13077,13136
6,2,4474,4126,2619,2678
6,2,4475,4127,2640,2699
6,2,4476,4128,25700,25759
6,2,4477,4129,8225,8284
6,2,4478,4130,29587,29646
6,2,4479,4131,51005,51064
6,2,4483,4135,21372,21431
6,2,4484,4136,17446,17505
6,2,4485,4137,72343,72402
6,2,4487,4139,59544,59603
6,2,4488,4140,63049,63108
6,2,4489,4141,37502,37561
6,2,4490,4142,50611,50670
6,2,4491,4143,37008,37067
6,2,4492,4144,72908,72967
6,2,4494,4146,36240,36299
6,2,4495,4147,1669,1728
6,2,4497,4149,42370,42429
6,2,4498,4150,64394,64453
6,2,4500,4151,45343,45402
6,2,4507,4158,7899,7958
6,2,4508,4159,26015,26074
6,2,4509,4160,7898,7957
6,2,4510,4161,7947,8006
6,2,4511,4162,19969,20028
6,2,4512,4163,61103,61162
6,2,4514,4165,22425,22484
6,2,4515,4166,14784,14843
6,2,4516,4167,21446,21505
6,2,4517,4168,12188,12247
6,2,4518,4169,66717,66776
6,2,4519,4170,57366,57425
6,2,4520,4171,15840,15899
6,2,4521,4172,39176,39235
6,2,4522,4173,65105,65164
6,2,4523,4174,47916,47975
6,2,4524,4175,54175,54234
6,2,4526,4177,25951,26010
6,2,4527,4178,11624,11683
6,2,4529,4180,65886,65945
6,2,4530,4181,14426,14485
6,2,4536,4187,39032,39091
6,2,4538,4189,72311,72370
6,2,4542,4193,67431,67490
6,2,4543,4194,74162,74221
6,2,4544,4195,52614,52673
6,2,4546,4197,68121,68180
6,2,4548,4199,62755,62814
6,2,4550,4201,55343,55402
6,2,4552,4203,60467,60526
6,2,4556,4206,43301,43360
6,2,4557,4207,17640,17699
6,2,4558,4208,22208,22267
6,2,4559,4209,38536,38595
6,2,4561,4211,16709,16768
6,2,4562,4212,18540,18599
6,2,4563,4213,14422,14481
6,2,4564,4214,43361,43420
6,2,4571,4220,35315,35374
6,2,4572,4221,1596,1655
6,2,4573,4222,56884,56943
6,2,4574,4223,13920,13979
6,2,4576,4225,69672,69731
6,2,4578,4227,55337,55396
6,2,4580,4229,19440,19499
6,2,4582,4231,10612,10671
6,2,4583,4232,7828,7887
6,2,4585,4234,11703,11762
6,2,4586,4235,12906,12965
6,2,4587,4236,13302,13361
6,2,4590,4239,3662,3721
6,2,4593,4242,17560,17619
6,2,4594,4243,33141,33200
6,2,4596,4245,60772,60831
6,2,4598,4247,32940,32999
6,2,4599,4248,50184,50243
6,2,4600,4249,35553,35612
6,2,4601,4250,73087,73146
6,2,4608,4256,8023,8082
6,2,4610,4258,43563,43622
6,2,4614,4262,40244,40303
6,2,4615,4263,57433,57492
6,2,4616,4264,21121,21180
6,2,4617,4265,12077,12136
6,2,4618,4266,12076,12135
6,2,4619,4267,63714,63773
6,2,4620,4268,60975,61034
6,2,4621,4269,15666,15725
6,2,4622,4270,65828,65887
6,2,4624,4272,21308,21367
6,2,4630,4277,39935,39994
6,2,4631,4278,21351,21410
6,2,4634,4281,39762,39821
6,2,4635,4282,26021,26080
6,2,4636,4283,54936,54995
6,2,4637,4284,37590,37649
6,2,4639,4286,39968,40027
6,2,4643,4289,40653,40712
6,2,4644,4290,37738,37797
6,2,4645,4291,73204,73263
6,2,4648,4293,72305,72364
6,2,4649,4294,33712,33771
6,2,4652,4297,22088,22147
6,2,4658,4303,42768,42827
6,2,4659,4304,22440,22499
6,2,4661,4305,3666,3725
6,2,4663,4307,47824,47883
6,2,4664,4308,29860,29919
6,2,4665,4309,43424,43483
6,2,4666,4310,3650,3709
6,2,4667,4311,58440,58499
6,2,4668,4312,24461,24520
6,2,4669,4313,70409,70468
6,2,4670,4314,3664,3723
6,2,4671,4315,50225,50284
6,2,4672,4316,1581,1640
6,2,4674,4318,51122,51181
6,2,4675,4319,48122,48181
6,2,4677,4320,52575,52634
6,2,4679,4321,20463,20522
6,2,4680,4322,31207,31266
6,2,4681,4323,11480,11539
6,2,4682,4324,36817,36876
6,2,4683,4325,11258,11317
6,2,4684,4326,37376,37435
6,2,4687,4329,42763,42822
6,2,4688,4330,19647,19706
6,2,4689,4331,41403,41462
6,2,4690,4332,65867,65926
6,2,4691,4333,57821,57880
6,2,4692,4334,26040,26099
6,2,4694,4336,29918,29977
6,2,4695,4337,40886,40945
6,2,4699,4341,44111,44170
6,2,4700,4342,70613,70672
6,2,4703,4344,59544,59603
6,2,4706,4347,70983,71042
6,2,4707,4348,14615,14674
6,2,4709,4350,55574,55633
6,2,4711,4352,55718,55777
6,2,4712,4353,51678,51737
6,2,4713,4354,26899,26958
6,2,4714,4355,32888,32947
6,2,4716,4357,62793,62852
6,2,4717,4358,55277,55336
6,2,4719,4360,59293,59352
6,2,4720,4361,9784,9843
6,2,4721,4362,65411,65470
6,2,4722,4363,22415,22474
6,2,4723,4364,3396,3455
6,2,4724,4365,49803,49862
6,2,4725,4366,67504,67563
6,2,4726,4367,39972,40031
6,2,4730,4369,45606,45665
6,2,4731,4370,3381,3440
6,2,4733,4371,6791,6850
6,2,4734,4372,3606,3665
6,2,4735,4373,12642,12701
6,2,4736,4374,30180,30239
6,2,4737,4375,14002,14061
6,2,4738,4376,42605,42664
6,2,4741,4379,12670,12729
6,2,4743,4381,54800,54859
6,2,4744,4382,7643,7702
6,2,4745,4383,62340,62399
6,2,4748,4386,55663,55722
6,2,4749,4387,35316,35375
6,2,4750,4388,1622,1681
6,2,4751,4389,47403,47462
6,2,4752,4390,9128,9187
6,2,4755,4393,10020,10079
6,2,4759,4397,13962,14021
6,2,4761,4399,56112,56171
6,2,4762,4400,5843,5902
6,2,4763,4401,60148,60207
6,2,4764,4402,33142,33201
6,2,4765,4403,26040,26099
6,2,4766,4404,56881,56940
6,2,4767,4405,19371,19430
6,2,4768,4406,55044,55103
6,2,4770,4408,54799,54858
6,2,4771,4409,15689,15748
6,2,4773,4410,9534,9593
6,2,4774,4411,14430,14489
6,2,4776,4413,58595,58654
6,2,4777,4414,31656,31715
6,2,4782,4418,30378,30437
6,2,4784,4419,71431,71490
6,2,4786,4421,34851,34910
6,2,4787,4422,11766,11825
6,2,4788,4423,39056,39115
6,2,4790,4425,72307,72366
6,2,4791,4426,5,64
6,2,4792,4427,62332,62391
6,2,4794,4429,49,108
6,2,4795,4430,43666,43725
6,2,4796,4431,15713,15772
6,2,4797,4432,31335,31394
6,2,4798,4433,37598,37657
6,2,4799,4434,31643,31702
6,2,4800,4435,42049,42108
6,2,4803,4438,42706,42765
6,2,4804,4439,13801,13860
6,2,4807,4442,54796,54855
6,2,4808,4443,240,299
6,2,4812,4447,13804,13863
6,2,4813,4448,60142,60201
6,2,4817,4452,26257,26316
6,2,4826,4460,56443,56502
6,2,4830,4464,22364,22423
6,2,4834,4466,22359,22418
6,2,4836,4468,70673,70732
6,2,4838,4470,30122,30181
6,2,4840,4472,67005,67064
6,2,4841,4473,32882,32941
6,2,4843,4475,5917,5976
6,2,4844,4476,40812,40871
6,2,4846,4478,27351,27410
6,2,4847,4479,65570,65629
6,2,4849,4481,16669,16728
6,2,4851,4483,32436,32495
6,2,4852,4484,10025,10084
6,2,4854,4486,6377,6436
6,2,4858,4487,9954,10013
6,2,4859,4488,32700,32759
6,2,4860,4489,3396,3455
6,2,4861,4490,28865,28924
6,2,4862,4491,55740,55799
6,2,4863,4492,55573,55632
6,2,4864,4493,3632,3691
6,2,4865,4494,65507,65566
6,2,4867,4496,37325,37384
6,2,4868,4497,64978,65037
6,2,4869,4498,40369,40428
6,2,4870,4499,7000,7059
6,2,4873,4502,66728,66787
6,2,4874,4503,14796,14855
6,2,4875,4504,62589,62648
6,2,4885,4512,69969,70028
6,2,4886,4513,35802,35861
6,2,4887,4514,653,712
6,2,4889,4516,39970,40029
6,2,4890,4517,37370,37429
6,2,4891,4518,72417,72476
6,2,4892,4519,16416,16475
6,2,4893,4520,3368,3427
6,2,4895,4522,49316,49375
6,2,4897,4524,17444,17503
6,2,4901,4526,33501,33560
6,2,4905,4529,42003,42062
6,2,4906,4530,44516,44575
6,2,4907,4531,29768,29827
6,2,4912,4534,31546,31605
6,2,4917,4537,61320,61379
6,2,4918,4538,57463,57522
6,2,4919,4539,69236,69295
6,2,4920,4540,20625,20684
6,2,4921,4541,13988,14047
6,2,4922,4542,22326,22385
6,2,4923,4543,29468,29527
6,2,4924,4544,53884,53943
6,2,4926,4546,72407,72466
6,2,4927,4547,28633,28692
6,2,4929,4548,70616,70675
6,2,4931,4550,31351,31410
6,2,4934,4552,28222,28281
6,2,4935,4553,10644,10703
6,2,4936,4554,63001,63060
6,2,4937,4555,49349,49408
6,2,4939,4557,3381,3440
6,2,4941,4559,19406,19465
6,2,4942,4560,66415,66474
6,2,4943,4561,70260,70319
6,2,4944,4562,34055,34114
6,2,4945,4563,70280,70339
6,2,4948,4566,62339,62398
6,2,4949,4567,45055,45114
6,2,4950,4568,3602,3661
6,2,4951,4569,9540,9599
6,2,4952,4570,61113,61172
6,2,4953,4571,61322,61381
6,2,4955,4573,45696,45755
6,2,4958,4576,58800,58859
6,2,4959,4577,50492,50551
6,2,4961,4579,6903,6962
6,2,4962,4580,18511,18570
6,2,4965,4583,36604,36663
6,2,4968,4586,17640,17699
6,2,4969,4587,11261,11320
6,2,4970,4588,1657,1716
6,2,4973,4591,58088,58147
6,2,4974,4592,64987,65046
6,2,4976,4594,58503,58562
6,2,4978,4596,33166,33225
6,2,4980,4598,7642,7701
6,2,4981,4599,58810,58869
6,2,4983,4601,15540,15599
6,2,4984,4602,1623,1682
6,2,4985,4603,62340,62399
6,2,4986,4604,9122,9181
6,2,4987,4605,17826,17885
6,2,4991,4609,31238,31297
6,2,4992,4610,63710,63769
6,2,4993,4611,51009,51068
6,2,4997,4615,66411,66470
6,2,4998,4616,17487,17546
6,2,5000,4618,2340,2399
6,2,5001,4619,55578,55637
6,2,5003,4621,55608,55667
6,2,5004,4622,55740,55799
6,2,5005,4623,29712,29771
6,2,5006,4624,12742,12801
6,2,5007,4625,3396,3455
6,2,5008,4626,19435,19494
6,2,5014,4632,12969,13028
6,2,5015,4633,42174,42233
6,2,5016,4634,58967,59026
6,2,5018,4636,48032,48091
6,2,5019,4637,13979,14038
6,2,5023,4641,7738,7797
6,2,5025,4643,24738,24797
6,2,5026,4644,31601,31660
6,2,5027,4645,40240,40299
6,2,5029,4647,58217,58276
6,2,5030,4648,65871,65930
6,2,5033,4651,72409,72468
6,2,5034,4652,7890,7949
6,2,5035,4653,39030,39089
6,2,5037,4654,66731,66790
6,2,5039,4656,27488,27547
6,2,5042,4659,54944,55003
6,2,5043,4660,12705,12764
6,2,5044,4661,21668,21727
6,2,5045,4662,32738,32797
6,2,5047,4664,58646,58705
6,2,5048,4665,14017,14076
6,2,5049,4666,13887,13946
6,2,5050,4667,39955,40014
6,2,5051,4668,17498,17557
6,2,5053,4670,44833,44892
6,2,5055,4672,7527,7586
6,2,5058,4675,13804,13863
6,2,5059,4676,68423,68482
6,2,5060,4677,20542,20601
6,2,5061,4678,7642,7701
6,2,5062,4679,31440,31499
6,2,5063,4680,39970,40029
6,2,5064,4681,22326,22385
6,2,5066,4683,35531,35590
6,2,5067,4684,66725,66784
6,2,5068,4685,61071,61130
6,2,5069,4686,58130,58189
6,2,5070,4687,43251,43310
6,2,5072,4689,39908,39967
6,2,5076,4692,36300,36359
6,2,5077,4693,40244,40303
6,2,5079,4695,27600,27659
6,2,5080,4696,22403,22462
6,2,5081,4697,43065,43124
6,2,5082,4698,61437,61496
6,2,5086,4702,53122,53181
6,2,5087,4703,37699,37758
6,2,5088,4704,72072,72131
6,2,5089,4705,31605,31664
6,2,5090,4706,55338,55397
6,2,5092,4707,23111,23170
6,2,5096,4711,40996,41055
6,2,5098,4713,54647,54706
6,2,5099,4714,66664,66723
6,2,5102,4716,74031,74090
6,2,5103,4717,55740,55799
6,2,5104,4718,39973,40032
6,2,5108,4722,51339,51398
6,2,5109,4723,72149,72208
6,2,5110,4724,20182,20241
6,2,5111,4725,16598,16657
6,2,5113,4727,9973,10032
6,2,5115,4729,70371,70430
6,2,5118,4732,56315,56374
6,2,5119,4733,2640,2699
6,2,5121,4735,12971,13030
6,2,5123,4737,67619,67678
6,2,5124,4738,67534,67593
6,2,5125,4739,55520,55579
6,2,5126,4740,67314,67373
6,2,5127,4741,49314,49373
6,2,5129,4743,40962,41021
6,2,5131,4745,11737,11796
6,2,5136,4750,67895,67954
6,2,5137,4751,12975,13034
6,2,5138,4752,56127,56186
6,2,5141,4753,12671,12730
6,2,5143,4754,69812,69871
6,2,5144,4755,64140,64199
6,2,5145,4756,17826,17885
6,2,5147,4758,55514,55573
6,2,5148,4759,9300,9359
6,2,5152,4763,34048,34107
6,2,5153,4764,13340,13399
6,2,5154,4765,60219,60278
6,2,5157,4768,14009,14068
6,2,5161,4771,50206,50265
6,2,5162,4772,67834,67893
6,2,5163,4773,71729,71788
6,2,5165,4775,30139,30198
6,2,5166,4776,45005,45064
6,2,5171,4781,5925,5984
6,2,5172,4782,7663,7722
6,2,5173,4783,40,99
6,2,5175,4785,58101,58160
6,2,5176,4786,74189,74248
6,2,5179,4789,65864,65923
6,2,5181,4791,15661,15720
6,2,5183,4792,29340,29399
6,2,5185,4793,37993,38052
6,2,5187,4795,12114,12173
6,2,5188,4796,58627,58686
6,2,5189,4797,29844,29903
6,2,5190,4798,63,122
6,2,5191,4799,29270,29329
6,2,5192,4800,6903,6962
6,2,5196,4803,55516,55575
6,2,5198,4805,13140,13199
6,2,5202,4809,45345,45404
6,2,5206,4813,36737,36796
6,2,5208,4815,60155,60214
6,2,5214,4820,13345,13404
6,2,5215,4821,39979,40038
6,2,5216,4822,59563,59622
6,2,5219,4825,3600,3659
6,2,5220,4826,28955,29014
6,2,5222,4828,51636,51695
6,2,5223,4829,37406,37465
6,2,5224,4830,19572,19631
6,2,5225,4831,10664,10723
6,2,5226,4832,34007,34066
6,2,5227,4833,50201,50260
6,2,5228,4834,72907,72966
6,2,5231,4835,29765,29824
6,2,5232,4836,13504,13563
6,2,5235,4839,55051,55110
6,2,5239,4842,7573,7632
6,2,5240,4843,27804,27863
6,2,5242,4845,64667,64726
6,2,5247,4850,53259,53318
6,2,5248,4851,25852,25911
6,2,5251,4853,70405,70464
6,2,5252,4854,73440,73499
6,2,5253,4855,71529,71588
6,2,5255,4857,16415,16474
6,2,5256,4858,1556,1615
6,2,5257,4859,51636,51695
6,2,5259,4861,31321,31380
6,2,5260,4862,39763,39822
6,2,5261,4863,30427,30486
6,2,5262,4864,34899,34958
6,2,5264,4865,57524,57583
6,2,5265,4866,58604,58663
6,2,5266,4867,58096,58155
6,2,5267,4868,33143,33202
6,2,5268,4869,51529,51588
6,2,5270,4871,58440,58499
6,2,5271,4872,64362,64421
6,2,5273,4873,22405,22464
6,2,5275,4874,13509,13568
6,2,5276,4875,9039,9098
6,2,5277,4876,30113,30172
6,2,5278,4877,27429,27488
6,2,5279,4878,55580,55639
6,2,5282,4880,48030,48089
6,2,5285,4883,5853,5912
6,2,5294,4891,53423,53482
6,2,5295,4892,64991,65050
6,2,5296,4893,17218,17277
6,2,5297,4894,31586,31645
6,2,5298,4895,21636,21695
6,2,5299,4896,683,742
